Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
474,Leroy Sané,de GER,MF,Galatasaray,29,1996,28,27,"2,280",25.3,7,5,12,7,0,0,1,1,0.28,0.2,0.47,0.28,0.47,Matches
475,Nazim Sangaré,tr TUR,DF,Gaziantep FK,31,1994,15,13,"1,146",12.7,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
476,Juan Santos,br BRA,FW,Göztepe,23,2002,32,30,"2,571",28.6,11,4,15,11,0,2,6,1,0.39,0.14,0.53,0.39,0.53,Matches
477,Gabriel Sara,br BRA,MF,Galatasaray,26,1999,27,21,"1,834",20.4,5,4,9,5,0,0,1,0,0.25,0.2,0.44,0.25,0.44,Matches
478,Veysel Sarı,tr TUR,DF,Antalyaspor,37,1988,22,22,"1,923",21.4,1,1,2,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09,Matches
479,Yusuf Sari,tr TUR,MF,Başakşehir,26,1998,21,18,"1,457",16.2,1,6,7,1,0,0,1,0,0.06,0.37,0.43,0.06,0.43,Matches
480,Talha Sarıarslan,tr TUR,FW,Kayserispor,21,2004,14,1,164,1.8,2,2,4,2,0,0,1,0,1.1,1.1,2.2,1.1,2.2,Matches
481,Dario Šarić,ba BIH,MF,Antalyaspor,28,1997,24,16,"1,396",15.5,1,1,2,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,Matches
482,Ľubomír Šatka,sk SVK,DF,Samsunspor,29,1995,27,25,"2,146",23.8,0,1,1,0,0,0,1,0,0,0.04,0.04,0,0.04,Matches
483,Stefan Savić,me MNE,DF,Trabzonspor,34,1991,22,20,"1,756",19.5,1,1,2,1,0,0,3,0,0.05,0.05,0.1,0.05,0.1,Matches
484,Gökhan Sazdağı,tr TUR,DF,Beşiktaş,30,1994,17,14,"1,305",14.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
485,Gökhan Sazdağı,tr TUR,DF,Kayserispor,30,1994,3,3,270,3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
486,Davie Selke,de GER,FW,Başakşehir,30,1995,24,15,"1,198",13.3,10,0,10,8,2,2,5,1,0.75,0,0.75,0.6,0.6,Matches
487,Nélson Semedo,pt POR,DF,Fenerbahçe,31,1993,26,25,"1,933",21.5,1,3,4,1,0,0,8,0,0.05,0.14,0.19,0.05,0.19,Matches
488,Ahmet Şen,tr TUR,GK,Galatasaray,26,1999,2,0,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
489,Muhammed Şengezer,tr TUR,GK,Başakşehir,28,1997,33,33,"2,970",33,0,1,1,0,0,0,1,0,0,0.03,0.03,0,0.03,Matches
490,Tarkan Serbest,tr TUR,MF,Kocaelispor,31,1994,6,2,239,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
491,Svit Sešlar,si SVN,"MF,FW",Eyüpspor,23,2002,10,6,555,6.2,1,1,2,1,0,0,0,0,0.16,0.16,0.32,0.16,0.32,Matches
492,Enes Seven,,FW,Konyaspor,18,2007,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
493,Eldor Shomurodov,uz UZB,"MF,FW",Başakşehir,30,1995,34,34,"2,916",32.4,22,5,27,18,4,4,0,0,0.68,0.15,0.83,0.56,0.71,Matches
494,Show,ao ANG,MF,Kocaelispor,26,1999,30,25,"2,316",25.7,0,0,0,0,0,0,12,1,0,0,0,0,0,Matches
495,Danylo Sikan,ua UKR,MF,Trabzonspor,24,2001,13,1,247,2.7,1,0,1,1,0,0,2,0,0.36,0,0.36,0.36,0.36,Matches
496,Jota Silva,pt POR,MF,Beşiktaş,25,1999,18,5,582,6.5,4,0,4,4,0,0,1,0,0.62,0,0.62,0.62,0.62,Matches
497,Rafa Silva,pt POR,MF,Beşiktaş,32,1993,10,10,816,9.1,5,1,6,5,0,0,0,0,0.55,0.11,0.66,0.55,0.66,Matches
