Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
287,Miguel Reichmuth,ch SUI,MF,Zürich,21,2003,18,11,"1,112",12.4,0,1,1,0,0,0,3,0,0,0.08,0.08,0,0.08,Matches
288,Nils Reichmuth,ch SUI,MF,Thun,23,2002,32,13,"1,431",15.9,4,3,7,4,0,0,3,0,0.25,0.19,0.44,0.25,0.44,Matches
289,Oscar Renovales,ch SUI,FW,Lausanne-Sport,17,2007,4,1,150,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
290,Damienus Reverson,nl NED,FW,Zürich,21,2003,27,11,"1,160",12.9,6,0,6,6,0,0,6,0,0.47,0,0.47,0.47,0.47,Matches
291,Agon Rexhaj,ch SUI,FW,Basel,18,2007,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
292,Nico Rissi,ch SUI,DF,Grasshopper,21,2004,3,2,134,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
293,Jamie Roche,se SWE,MF,Lausanne-Sport,24,2001,28,25,"2,135",23.7,3,1,4,2,1,1,3,0,0.13,0.04,0.17,0.08,0.13,Matches
294,Milan Rodić,rs SRB,DF,Zürich,34,1991,8,8,519,5.8,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
295,Dinis Rodrigues,pt POR,FW,Sion,20,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
296,Fabian Rohner,ch SUI,"MF,DF",FC Winterthur,26,1998,17,13,"1,094",12.2,0,2,2,0,0,0,8,0,0,0.16,0.16,0,0.16,Matches
297,Justin Roth,ch SUI,MF,Thun,24,2000,28,14,"1,540",17.1,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,Matches
298,Steve Rouiller,ch SUI,DF,Servette FC,35,1990,34,32,"2,828",31.4,3,1,4,3,0,0,6,0,0.1,0.03,0.13,0.1,0.13,Matches
299,Donat Rrudhani,xk KVX,MF,Sion,26,1999,21,11,937,10.4,3,1,4,1,2,2,1,0,0.29,0.1,0.38,0.1,0.19,Matches
