,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
326,Ruud Nijstad,nl NED,DF,Twente,17,2008,21,18,"1,671",18.6,1,1,2,1,0,0,0,0,0.05,0.05,0.11,0.05,0.11,Matches
327,Kristian Nökkvi Hlynsson,is ISL,MF,Twente,21,2004,33,31,"2,547",28.3,10,4,14,10,0,0,2,1,0.35,0.14,0.49,0.35,0.49,Matches
328,Andries Noppert,nl NED,GK,Heerenveen,31,1994,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
329,Lasse Nordås,no NOR,FW,Heerenveen,23,2002,16,10,856,9.5,6,1,7,5,1,1,2,0,0.63,0.11,0.74,0.53,0.63,Matches
330,Tyrese Noslin,cw CUW,MF,Telstar,22,2002,34,26,"2,293",25.5,2,3,5,2,0,0,5,0,0.08,0.12,0.2,0.08,0.2,Matches
331,Bram Nuytinck,nl NED,DF,NEC Nijmegen,35,1990,7,3,254,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
332,Nigel Nwankwo,nl NED,DF,Telstar,26,1998,4,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
333,Armando Obispo,cw CUW,DF,PSV,26,1999,17,9,809,9,2,0,2,2,0,0,1,0,0.22,0,0.22,0.22,0.22,Matches
334,Denis Odoi,gh GHA,DF,NAC Breda,37,1988,19,17,"1,512",16.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
335,Aurelio Oehlers,nl NED,"MF,FW",Volendam,21,2004,33,18,"1,538",17.1,4,0,4,4,0,0,1,0,0.23,0,0.23,0.23,0.23,Matches
336,Kayne van Oevelen,nl NED,GK,Volendam,21,2003,32,32,"2,850",31.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
337,Guus Offerhaus,nl NED,"DF,MF",Telstar,24,2001,33,33,"2,969",33,1,3,4,1,0,0,6,0,0.03,0.09,0.12,0.03,0.12,Matches
338,Koki Ogawa,jp JPN,FW,NEC Nijmegen,27,1997,26,17,"1,269",14.1,8,3,11,7,1,1,1,0,0.57,0.21,0.78,0.5,0.71,Matches
339,Neville Ogidi Nwankwo,nl NED,DF,Telstar,22,2002,28,26,"2,158",24,0,1,1,0,0,0,3,0,0,0.04,0.04,0,0.04,Matches
340,Noah Ohio,nl NED,FW,Utrecht,22,2003,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
341,Fredrik Oldrup Jensen,no NOR,"DF,MF",NAC Breda,32,1993,11,9,751,8.3,0,1,1,0,0,0,0,1,0,0.12,0.12,0,0.12,Matches
342,Nick Olij,nl NED,GK,PSV,29,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
343,Lucas Oliveira Rosa,br BRA,DF,Ajax,25,2000,27,24,"2,145",23.8,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
344,Basar Onal,tr TUR,MF,NEC Nijmegen,21,2004,29,25,"2,056",22.8,7,7,14,6,1,1,4,0,0.31,0.31,0.61,0.26,0.57,Matches
345,Thijs Oosting,nl NED,MF,Zwolle,25,2000,34,34,"2,629",29.2,6,3,9,6,0,0,3,0,0.21,0.1,0.31,0.21,0.31,Matches
346,Sami Ouaissa,nl NED,MF,NEC Nijmegen,20,2004,32,32,"2,633",29.3,6,6,12,6,0,0,5,1,0.21,0.21,0.41,0.21,0.41,Matches
347,Ayoub Ouarghi,nl NED,MF,Feyenoord,17,2008,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
348,Rojendro Oudsten,sr SUR,FW,Telstar,17,2007,8,0,119,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
349,Ayoub Oufkir,nl NED,MF,Sparta Rotterdam,19,2006,16,6,707,7.9,1,2,3,1,0,0,2,0,0.13,0.25,0.38,0.13,0.38,Matches
350,Ayoub Oufkir,nl NED,MF,AZ Alkmaar,19,2006,8,1,220,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
351,Yassin Oukili,nl NED,MF,Fortuna Sittard,24,2001,13,3,476,5.3,2,0,2,2,0,0,3,0,0.38,0,0.38,0.38,0.38,Matches
352,Bilal Ould-Chikh,ma MAR,"MF,FW",Volendam,28,1997,12,11,888,9.9,0,1,1,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches
353,Walid Ould-Chikh,ma MAR,MF,Heracles Almelo,25,1999,24,17,"1,490",16.6,1,4,5,1,0,0,3,0,0.06,0.24,0.3,0.06,0.3,Matches
354,Thomas Ouwejan,nl NED,"DF,MF",NEC Nijmegen,28,1996,6,6,442,4.9,1,2,3,1,0,0,0,0,0.2,0.41,0.61,0.2,0.61,Matches
355,Joris van Overeem,nl NED,"MF,DF",Heerenveen,31,1994,33,33,"2,930",32.6,2,9,11,2,0,0,5,0,0.06,0.28,0.34,0.06,0.34,Matches
356,Tyrone Owusu,nl NED,MF,Telstar,26,1999,22,20,"1,578",17.5,2,1,3,2,0,0,2,0,0.11,0.06,0.17,0.11,0.17,Matches
357,Rome-Jayden Owusu-Oduro,nl NED,GK,AZ Alkmaar,21,2004,23,23,"2,051",22.8,0,1,1,0,0,0,1,0,0,0.04,0.04,0,0.04,Matches
358,Luca Oyen,be BEL,MF,Heerenveen,22,2003,14,5,472,5.2,1,0,1,1,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
359,Maarten Paes,id IDN,GK,Ajax,27,1998,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
360,Troy Parrott,ie IRL,FW,AZ Alkmaar,23,2002,28,25,"2,200",24.4,16,4,20,14,2,5,3,0,0.65,0.16,0.82,0.57,0.74,Matches
361,Remko Pasveer,nl NED,GK,Ajax,41,1983,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
362,Remko Pasveer,nl NED,GK,Heracles Almelo,41,1983,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
363,Weslley Patati,br BRA,"FW,MF",AZ Alkmaar,21,2003,27,18,"1,443",16,2,3,5,2,0,0,0,0,0.12,0.19,0.31,0.12,0.31,Matches
364,Raul Paula,de GER,"MF,FW",NAC Breda,21,2004,21,7,713,7.9,2,2,4,2,0,0,1,0,0.25,0.25,0.5,0.25,0.5,Matches
365,Benjamin Pauwels,be BEL,"FW,MF",Volendam,20,2004,8,5,394,4.4,1,0,1,1,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
366,Deron Payne,tt TRI,DF,Volendam,22,2002,15,11,931,10.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
367,Marvin Peersman,be BEL,DF,Groningen,34,1991,33,33,"2,815",31.3,3,1,4,2,1,1,5,0,0.1,0.03,0.13,0.06,0.1,Matches
368,Guilherme Peixoto,pt POR,DF,Twente,19,2006,1,0,8,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
369,Alexandre Penetra,pt POR,DF,AZ Alkmaar,23,2001,33,33,"2,844",31.6,2,1,3,2,0,0,5,0,0.06,0.03,0.09,0.06,0.09,Matches
370,Ricardo Pepi,us USA,FW,PSV,22,2003,26,16,"1,412",15.7,16,1,17,14,2,2,1,0,1.02,0.06,1.08,0.89,0.96,Matches
371,Brayann Pereira,fr FRA,"DF,MF",NEC Nijmegen,22,2003,24,13,"1,169",13,0,1,1,0,0,0,1,0,0,0.08,0.08,0,0.08,Matches
372,Ivan Perišić,hr CRO,"MF,FW",PSV,36,1989,30,27,"2,203",24.5,7,12,19,6,1,1,5,0,0.29,0.49,0.78,0.25,0.74,Matches
373,Kristoffer Peterson,se SWE,"MF,FW",Fortuna Sittard,30,1994,34,20,"1,689",18.8,3,2,5,3,0,0,2,0,0.16,0.11,0.27,0.16,0.27,Matches
374,Hristiyan Petrov,bg BUL,DF,Heerenveen,23,2002,21,3,521,5.8,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
375,Oscar Pettersson,se SWE,MF,Go Ahead Eagles,25,2000,5,1,158,1.8,0,1,1,0,0,0,0,0,0,0.57,0.57,0,0.57,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
376,Ivo Pinto,pt POR,DF,Fortuna Sittard,35,1990,28,24,"2,037",22.6,0,5,5,0,0,0,3,1,0,0.22,0.22,0,0.22,Matches
377,Marko Pjaca,hr CRO,"MF,FW",Twente,30,1995,27,7,925,10.3,2,1,3,2,0,0,1,0,0.19,0.1,0.29,0.19,0.29,Matches
378,Alex Plat,nl NED,MF,Volendam,27,1998,17,6,590,6.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
379,Alassane Pléa,fr FRA,FW,PSV,32,1993,2,2,111,1.2,0,1,1,0,0,0,0,0,0,0.81,0.81,0,0.81,Matches
380,Jan Plug,nl NED,DF,Feyenoord,20,2005,5,1,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
381,Ernest Poku,nl NED,FW,AZ Alkmaar,21,2004,1,1,76,0.8,0,1,1,0,0,0,0,0,0,1.18,1.18,0,1.18,Matches
382,Wouter Prins,nl NED,DF,Groningen,21,2004,21,4,487,5.4,0,2,2,0,0,0,0,0,0,0.37,0.37,0,0.37,Matches
383,Dirk Proper,nl NED,MF,NEC Nijmegen,23,2002,22,8,"1,048",11.6,3,0,3,3,0,0,2,0,0.26,0,0.26,0.26,0.26,Matches
384,Robin Pröpper,nl NED,DF,Twente,31,1993,28,20,"1,721",19.1,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
385,Teo Quintero,ve VEN,DF,Sparta Rotterdam,26,1999,31,27,"2,468",27.4,1,1,2,1,0,0,9,1,0.04,0.04,0.07,0.04,0.07,Matches
386,Calvin Raatsie,nl NED,GK,Excelsior,23,2002,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
387,Givairo Read,nl NED,DF,Feyenoord,19,2006,16,11,936,10.4,1,3,4,1,0,0,2,0,0.1,0.29,0.38,0.1,0.38,Matches
388,Daan van Reeuwijk,,DF,NAC Breda,,,1,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
389,Youri Regeer,nl NED,"MF,DF",Ajax,21,2003,25,21,"1,688",18.8,0,2,2,0,0,0,6,0,0,0.11,0.11,0,0.11,Matches
390,Gyan de Regt,nl NED,"MF,FW",Excelsior,21,2003,34,31,"2,656",29.5,3,7,10,3,0,0,3,0,0.1,0.24,0.34,0.1,0.34,Matches
391,Eliano Reijnders,id IDN,"FW,MF",Zwolle,24,2000,2,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
392,Jeff Reine-Adélaïde,fr FRA,"FW,MF",Heracles Almelo,27,1998,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
393,Daan Reiziger,nl NED,GK,Telstar,24,2001,2,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
394,Gabriel Reiziger,nl NED,MF,Zwolle,19,2005,12,1,203,2.3,1,0,1,1,0,0,0,0,0.44,0,0.44,0.44,0.44,Matches
395,Marco Rente,de GER,DF,Groningen,28,1997,29,28,"2,264",25.2,3,4,7,3,0,0,4,1,0.12,0.16,0.28,0.12,0.28,Matches
396,Stije Resink,nl NED,MF,Groningen,22,2003,24,24,"2,088",23.2,5,5,10,2,3,3,5,0,0.22,0.22,0.43,0.09,0.3,Matches
397,Pepijn Reulen,nl NED,FW,NAC Breda,17,2008,16,2,315,3.5,1,0,1,1,0,0,1,0,0.29,0,0.29,0.29,0.29,Matches
398,Jermaine Rijssel,sr SUR,FW,Heerenveen,20,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
399,Maxence Rivera,fr FRA,MF,Heerenveen,23,2002,30,24,"2,052",22.8,4,4,8,3,1,1,5,0,0.18,0.18,0.35,0.13,0.31,Matches
400,Alwande Roaldsøy,no NOR,MF,Sparta Rotterdam,21,2004,4,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
401,Rio Robbemond,nl NED,MF,AZ Alkmaar,20,2005,1,1,69,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
402,Miguel Rodríguez,es ESP,"MF,FW",Utrecht,22,2003,24,15,"1,348",15,3,0,3,3,0,0,4,1,0.2,0,0.2,0.2,0.2,Matches
403,Bart van Rooij,nl NED,DF,Twente,24,2001,33,33,"2,923",32.5,3,5,8,3,0,0,5,1,0.09,0.15,0.25,0.09,0.25,Matches
404,Kaj de Rooij,nl NED,"MF,FW",Zwolle,24,2000,32,23,"2,027",22.5,6,5,11,6,0,0,3,0,0.27,0.22,0.49,0.27,0.49,Matches
405,Nils Rossen,nl NED,MF,Telstar,19,2005,28,26,"2,327",25.9,3,1,4,3,0,0,0,0,0.12,0.04,0.15,0.12,0.15,Matches
406,Daan Rots,nl NED,"MF,FW",Twente,24,2001,33,28,"2,359",26.2,9,4,13,9,0,0,5,0,0.34,0.15,0.5,0.34,0.5,Matches
407,Mats Rots,nl NED,DF,Twente,19,2006,34,34,"2,949",32.8,4,4,8,4,0,0,4,0,0.12,0.12,0.24,0.12,0.24,Matches
408,Dylan Ruward,nl NED,DF,Zwolle,20,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
409,Ibrahim Sadiq,gh GHA,"MF,FW",AZ Alkmaar,25,2000,20,5,636,7.1,2,0,2,2,0,0,3,0,0.28,0,0.28,0.28,0.28,Matches
410,Ismael Saibari,ma MAR,"MF,FW",PSV,24,2001,27,26,"2,136",23.7,15,8,23,14,1,1,2,0,0.63,0.34,0.97,0.59,0.93,Matches
411,Yassir Salah Rahmouni,nl NED,MF,Go Ahead Eagles,19,2006,20,7,785,8.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
412,Anass Salah-Eddine,ma MAR,DF,PSV,23,2002,17,12,"1,093",12.1,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
413,Amine Salama,fr FRA,FW,NAC Breda,25,2000,8,4,330,3.7,0,1,1,0,0,0,0,0,0,0.27,0.27,0,0.27,Matches
414,Shurandy Sambo,cw CUW,DF,Sparta Rotterdam,23,2001,25,18,"1,622",18,0,1,1,0,0,0,6,0,0,0.06,0.06,0,0.06,Matches
415,Alfons Sampsted,is ISL,DF,Go Ahead Eagles,27,1998,12,12,871,9.7,0,2,2,0,0,0,2,1,0,0.21,0.21,0,0.21,Matches
416,Philippe Sandler,nl NED,"DF,MF",NEC Nijmegen,28,1997,25,23,"1,861",20.7,1,3,4,1,0,0,9,1,0.05,0.15,0.19,0.05,0.19,Matches
417,Kodai Sano,jp JPN,MF,NEC Nijmegen,21,2003,34,34,"3,060",34,3,7,10,3,0,0,3,0,0.09,0.21,0.29,0.09,0.29,Matches
418,Ayoni Santos,,MF,Sparta Rotterdam,20,2005,26,18,"1,563",17.4,1,1,2,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,Matches
419,Antonio Satriano,it ITA,FW,Heracles Almelo,21,2003,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
420,Leo Sauer,sk SVK,"MF,FW",Feyenoord,19,2005,20,17,"1,413",15.7,3,2,5,3,0,0,1,0,0.19,0.13,0.32,0.19,0.32,Matches
421,Yousri Sbai,nl NED,MF,NEC Nijmegen,20,2004,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
422,Jasper Schendelaar,nl NED,GK,Zwolle,24,2000,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
423,Tristan Schenkhuizen,nl NED,MF,Fortuna Sittard,21,2004,4,1,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
424,Sem Scheperman,nl NED,MF,Heracles Almelo,23,2002,16,13,"1,122",12.5,1,1,2,1,0,0,4,1,0.08,0.08,0.16,0.08,0.16,Matches
425,Niek Schiks,nl NED,GK,PSV,21,2004,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
426,Jerdy Schouten,nl NED,"DF,MF",PSV,28,1997,28,28,"2,373",26.4,1,2,3,1,0,0,4,1,0.04,0.08,0.11,0.04,0.11,Matches
427,Lewis Schouten,nl NED,"DF,MF",Excelsior,21,2004,24,14,"1,357",15.1,1,0,1,1,0,0,1,0,0.07,0,0.07,0.07,0.07,Matches
428,Jorg Schreuders,nl NED,MF,Groningen,20,2004,34,32,"2,822",31.4,1,2,3,1,0,0,3,0,0.03,0.06,0.1,0.03,0.1,Matches
429,Jelani Seedorf,,MF,Telstar,,,12,0,180,2,1,0,1,1,0,0,1,0,0.5,0,0.5,0.5,0.5,Matches
430,Jelani Seedorf,,MF,Sparta Rotterdam,,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
431,Václav Sejk,cz CZE,FW,Heerenveen,23,2002,17,3,472,5.2,3,1,4,3,0,0,0,0,0.57,0.19,0.76,0.57,0.76,Matches
432,Mats Seuntjens,nl NED,"FW,MF",Groningen,33,1992,16,0,187,2.1,1,0,1,1,0,0,0,0,0.48,0,0.48,0.48,0.48,Matches
433,Kento Shiogai,jp JPN,FW,NEC Nijmegen,20,2005,12,1,371,4.1,7,0,7,7,0,0,1,0,1.7,0,1.7,1.7,1.7,Matches
434,Shola Shoretire,eng ENG,"FW,MF",Zwolle,21,2004,24,19,"1,646",18.3,5,1,6,5,0,0,4,0,0.27,0.05,0.33,0.27,0.33,Matches
435,Kaj Sierhuis,nl NED,FW,Fortuna Sittard,27,1998,30,25,"1,986",22.1,12,1,13,12,0,0,3,0,0.54,0.05,0.59,0.54,0.59,Matches
436,Oskar Siira Sivertsen,no NOR,MF,Go Ahead Eagles,21,2004,14,2,344,3.8,0,1,1,0,0,0,2,1,0,0.26,0.26,0,0.26,Matches
437,Kiliann Sildillia,fr FRA,DF,PSV,23,2002,21,13,"1,270",14.1,2,3,5,2,0,0,2,0,0.14,0.21,0.35,0.14,0.35,Matches
438,Matej Sin,cz CZE,"MF,FW",AZ Alkmaar,21,2004,18,6,550,6.1,1,1,2,1,0,0,1,0,0.16,0.16,0.33,0.16,0.33,Matches
439,Aymen Sliti,nl NED,MF,Feyenoord,19,2006,19,3,484,5.4,1,0,1,1,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
440,Jaden Slory,nl NED,FW,Feyenoord,20,2005,6,1,183,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
441,Jaden Slory,nl NED,"MF,FW",Go Ahead Eagles,20,2005,13,8,654,7.3,0,1,1,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
442,Gijs Smal,nl NED,DF,Feyenoord,27,1997,17,10,874,9.7,0,2,2,0,0,0,0,0,0,0.21,0.21,0,0.21,Matches
443,Levi Smans,nl NED,MF,Heerenveen,21,2004,1,1,52,0.6,0,1,1,0,0,0,0,0,0,1.73,1.73,0,1.73,Matches
444,Kees Smit,nl NED,MF,AZ Alkmaar,19,2006,26,23,"2,132",23.7,3,3,6,3,0,0,5,0,0.13,0.13,0.25,0.13,0.25,Matches
445,Milan Smit,nl NED,FW,Go Ahead Eagles,22,2003,19,14,"1,364",15.2,6,2,8,6,0,0,5,0,0.4,0.13,0.53,0.4,0.53,Matches
446,Moussa Soumano,fr FRA,"FW,MF",NAC Breda,20,2005,16,9,794,8.8,5,0,5,5,0,0,0,0,0.57,0,0.57,0.57,0.57,Matches
447,Kamal Sowah,gh GHA,MF,NAC Breda,25,2000,33,32,"2,779",30.9,1,1,2,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,Matches
448,Jerry St. Juste,nl NED,DF,Feyenoord,28,1996,6,1,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
449,Casper Staring,nl NED,MF,NAC Breda,24,2001,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
450,Sem Steijn,nl NED,MF,Feyenoord,23,2001,21,12,"1,106",12.3,7,2,9,6,1,1,0,0,0.57,0.16,0.73,0.49,0.65,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
451,Artem Stepanov,ua UKR,FW,Utrecht,17,2007,13,11,807,9,4,1,5,3,1,1,0,0,0.45,0.11,0.56,0.33,0.45,Matches
452,Raheem Sterling,eng ENG,"FW,MF",Feyenoord,30,1994,8,5,419,4.7,0,1,1,0,0,0,1,0,0,0.21,0.21,0,0.21,Matches
453,Roy Steur,nl NED,GK,Volendam,20,2005,3,2,210,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
454,Sean Steur,nl NED,MF,Ajax,17,2008,19,14,"1,129",12.5,1,1,2,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,Matches
455,Finn Stokkers,nl NED,FW,Go Ahead Eagles,29,1996,19,0,286,3.2,1,0,1,1,0,0,1,0,0.31,0,0.31,0.31,0.31,Matches
456,Mathis Suray,be BEL,"MF,FW",Go Ahead Eagles,24,2001,32,32,"2,588",28.8,12,2,14,11,1,1,4,0,0.42,0.07,0.49,0.38,0.45,Matches
457,Josip Šutalo,hr CRO,DF,Ajax,25,2000,24,19,"1,800",20,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
458,Juho Talvitie,fi FIN,"MF,FW",NAC Breda,20,2005,27,15,"1,395",15.5,3,2,5,3,0,0,0,0,0.19,0.13,0.32,0.19,0.32,Matches
459,Oussama Targhalline,ma MAR,MF,Feyenoord,23,2002,25,21,"1,905",21.2,2,4,6,2,0,0,4,0,0.09,0.19,0.28,0.09,0.28,Matches
460,Kenneth Taylor,nl NED,MF,Ajax,23,2002,15,14,"1,277",14.2,2,4,6,1,1,1,3,0,0.14,0.28,0.42,0.07,0.35,Matches
461,Mike te Wierik,nl NED,DF,Heracles Almelo,33,1992,22,16,"1,382",15.4,1,0,1,1,0,0,2,0,0.07,0,0.07,0.07,0.07,Matches
462,Kay Tejan,nl NED,"FW,MF",Telstar,28,1997,28,6,807,9,3,1,4,3,0,0,4,0,0.33,0.11,0.45,0.33,0.45,Matches
463,Casper Tengstedt,dk DEN,FW,Feyenoord,25,2000,18,2,405,4.5,3,0,3,2,1,1,0,0,0.67,0,0.67,0.44,0.44,Matches
464,Søren Tengstedt,dk DEN,"MF,FW",Go Ahead Eagles,25,2000,13,9,686,7.6,4,0,4,4,0,0,1,0,0.52,0,0.52,0.52,0.52,Matches
465,Casper Terho,fi FIN,MF,Sparta Rotterdam,22,2003,9,0,237,2.6,1,1,2,1,0,0,1,0,0.38,0.38,0.76,0.38,0.76,Matches
466,Ryan Thomas,nz NZL,MF,Zwolle,30,1994,27,27,"2,148",23.9,1,1,2,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,Matches
467,Jesper Tielemans,,FW,Volendam,,,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
468,Mathijs Tielemans,nl NED,MF,Excelsior,23,2002,2,2,131,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
469,Jop Tijink,nl NED,DF,Heracles Almelo,20,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
470,Guus Til,nl NED,"MF,FW",PSV,27,1997,29,25,"2,239",24.9,14,4,18,14,0,0,2,0,0.56,0.16,0.72,0.56,0.72,Matches
471,Quinten Timber,nl NED,MF,Feyenoord,24,2001,17,14,"1,317",14.6,2,4,6,1,1,1,1,0,0.14,0.27,0.41,0.07,0.34,Matches
472,Takehiro Tomiyasu,jp JPN,DF,Ajax,26,1998,7,2,207,2.3,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
473,Jens Toornstra,nl NED,MF,Sparta Rotterdam,36,1989,17,9,795,8.8,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
474,Bertrand Traoré,bf BFA,FW,Ajax,29,1995,1,1,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
475,Gernot Trauner,at AUT,DF,Feyenoord,33,1992,5,4,279,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
476,Jacob Trenskow,dk DEN,MF,Heerenveen,24,2000,33,32,"2,661",29.6,12,5,17,12,0,0,0,0,0.41,0.17,0.57,0.41,0.57,Matches
477,Luka Tunjić,hr CRO,MF,Fortuna Sittard,19,2005,16,3,391,4.3,2,0,2,2,0,0,1,0,0.46,0,0.46,0.46,0.46,Matches
478,Calvin Twigt,nl NED,MF,Go Ahead Eagles,22,2003,12,6,528,5.9,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
479,Przemysław Tytoń,pl POL,GK,Twente,38,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
480,Ayase Ueda,jp JPN,FW,Feyenoord,26,1998,31,31,"2,518",28,25,1,26,24,1,1,2,0,0.89,0.04,0.93,0.86,0.89,Matches
481,Precious Ugwu,nl NED,DF,Volendam,19,2006,29,24,"2,170",24.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
482,Lars Unnerstall,de GER,GK,Twente,35,1990,31,31,"2,790",31,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
483,Naci Ünüvar,nl NED,"FW,MF",Twente,22,2003,8,0,190,2.1,2,0,2,2,0,0,2,0,0.95,0,0.95,0.95,0.95,Matches
484,Naci Ünüvar,nl NED,MF,Heracles Almelo,22,2003,10,9,650,7.2,0,1,1,0,0,0,1,0,0,0.14,0.14,0,0.14,Matches
485,Etienne Vaessen,sr SUR,GK,Groningen,30,1995,29,29,"2,512",27.9,0,1,1,0,0,0,2,0,0,0.04,0.04,0,0.04,Matches
486,Luciano Valente,nl NED,MF,Feyenoord,21,2003,32,30,"2,543",28.3,2,7,9,2,0,0,10,1,0.07,0.25,0.32,0.07,0.32,Matches
487,Cherrion Valerius,cw CUW,"DF,MF",NAC Breda,19,2005,28,20,"1,833",20.4,0,2,2,0,0,0,5,0,0,0.1,0.1,0,0.1,Matches
488,Amourrichio Van Axel Dongen,nl NED,FW,Heerenveen,20,2004,7,1,115,1.3,1,0,1,1,0,0,0,0,0.78,0,0.78,0.78,0.78,Matches
489,Dave Van Den Berg,nl NED,MF,Utrecht,25,2000,5,2,142,1.6,1,0,1,1,0,0,0,0,0.63,0,0.63,0.63,0.63,Matches
