Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Hamed Bahiraei,ir IRN,MF,Shams Azar,30,1995,19,14,"1,357",15.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
77,Marko Bakić,me MNE,MF,Persepolis,31,1993,16,15,"1,231",13.7,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
78,Yaghoob Barajeh,ir IRN,DF,Persepolis,19,2006,12,10,898,10,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
79,Aria Barzegar,ir IRN,FW,Zob Ahan,22,2002,4,0,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
80,Mahan Beheshti,,FW,Malavan,,,13,3,431,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
81,Alireza Beiranvand,ir IRN,GK,Tractor,32,1992,19,19,"1,710",19,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
82,Thievy Bifouma,cg CGO,"FW,MF",Persepolis,33,1992,12,9,659,7.3,1,2,3,1,0,0,3,0,0.14,0.27,0.41,0.14,0.41,Matches
83,Gustavo Blanco Leschuk,ar ARG,FW,Foolad,33,1991,18,9,842,9.4,1,0,1,1,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches
84,Eric Bocoum,ga GAB,MF,Gol Gohar FC,29,1996,15,11,908,10.1,0,1,1,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches
85,Mohammadreza Bordbar,ir IRN,MF,Sepahan,21,2003,7,0,117,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
86,Hamid Bou Hamdan,ir IRN,MF,Esteghlal Khuzestan,36,1989,19,19,"1,690",18.8,2,3,5,1,1,1,7,1,0.11,0.16,0.27,0.05,0.21,Matches
87,Shervin Bozorg,,FW,Fajr Sepasi,33,1992,19,10,976,10.8,4,0,4,1,3,3,1,0,0.37,0,0.37,0.09,0.09,Matches
88,Roozbeh Cheshmi,ir IRN,"DF,MF",Esteghlal,32,1993,15,14,"1,070",11.9,1,0,1,1,0,0,3,0,0.08,0,0.08,0.08,0.08,Matches
89,Hesam Chobdari,,FW,Mes Rafsanjan,,,8,0,133,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
90,Matheus Costa,br BRA,MF,Mes Rafsanjan,25,1999,14,14,"1,137",12.6,2,1,3,2,0,0,1,0,0.16,0.08,0.24,0.16,0.24,Matches
91,Enzo Crivelli,fr FRA,FW,Sepahan,30,1995,12,8,666,7.4,3,0,3,2,1,1,2,0,0.41,0,0.41,0.27,0.27,Matches
92,Sajjad Danaye Baghaki,,DF,Esteghlal Khuzestan,28,1996,20,16,"1,267",14.1,0,1,1,0,0,0,3,0,0,0.07,0.07,0,0.07,Matches
93,Mohammad Daneshgar,ir IRN,"DF,MF",Sepahan,31,1994,21,21,"1,844",20.5,1,0,1,1,0,0,2,1,0.05,0,0.05,0.05,0.05,Matches
94,Hossein Darvishi,,FW,Esteghlal Khuzestan,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
95,Reza Dehghan,ir IRN,MF,Chadormalu SC,28,1997,18,17,"1,187",13.2,3,0,3,3,0,0,7,0,0.23,0,0.23,0.23,0.23,Matches
96,Moussa Djenepo,ml MLI,"FW,MF",Esteghlal,27,1998,9,1,142,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
97,Domagoj Drožđek,hr CRO,MF,Tractor,29,1996,20,16,"1,457",16.2,6,1,7,6,0,0,2,0,0.37,0.06,0.43,0.37,0.43,Matches
98,Ali Ehsanifar,,MF,Gol Gohar FC,21,2004,7,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
99,Houman Elyasi,,MF,Zob Ahan,,,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
100,Hossein Emadabadi,,DF,Gol Gohar FC,,,3,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Faraz Emamali,ir IRN,FW,Paykan,30,1995,21,21,"1,828",20.3,1,2,3,1,0,0,3,0,0.05,0.1,0.15,0.05,0.15,Matches
