,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
320,Graeme Shinnie,sct SCO,"MF,DF",Aberdeen,33,1991,32,19,"1,793",19.9,0,2,2,0,0,0,6,1,0,0.1,0.1,0,0.1,Matches
321,Craig Sibbald,sct SCO,MF,Dundee United,30,1995,27,20,"1,774",19.7,4,0,4,4,0,0,3,0,0.2,0,0.2,0.2,0.2,Matches
322,Jahmai Simpson-Pusey,eng ENG,DF,Celtic,19,2005,1,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
323,Ross Sinclair,sct SCO,GK,St Mirren,24,2001,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
324,Viljami Sinisalo,fi FIN,GK,Celtic,23,2001,12,12,"1,080",12,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
325,Andreas Skov Olsen,dk DEN,MF,Rangers,25,1999,9,7,495,5.5,1,3,4,1,0,0,1,0,0.18,0.55,0.73,0.18,0.73,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
326,Callum Slattery,eng ENG,MF,Motherwell,26,1999,31,26,"2,313",25.7,3,8,11,3,0,0,8,0,0.12,0.31,0.43,0.12,0.43,Matches
327,Jordan Smith,eng ENG,GK,Hibernian,30,1994,6,5,526,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
328,Lewis Smith,sct SCO,"MF,FW",Livingston,25,2000,35,26,"2,041",22.7,7,2,9,7,0,0,2,0,0.31,0.09,0.4,0.31,0.4,Matches
329,Oisin Smyth,nir NIR,MF,St Mirren,25,2000,2,1,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
330,Tunmise Sobowale,ie IRL,MF,St Mirren,26,1999,6,1,125,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
331,Ester Sokler,si SVN,FW,Aberdeen,26,1999,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
332,John Souttar,sct SCO,DF,Rangers,28,1996,24,23,"2,012",22.4,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
333,Tom Sparrow,wls WAL,"DF,MF",Motherwell,22,2003,28,16,"1,542",17.1,0,3,3,0,0,0,3,0,0,0.18,0.18,0,0.18,Matches
334,Brad Spencer,sct SCO,MF,Falkirk,29,1996,38,37,"3,217",35.7,0,2,2,0,0,0,13,0,0,0.06,0.06,0,0.06,Matches
335,Blair Spittal,sct SCO,MF,Hearts,29,1995,24,12,"1,146",12.7,2,2,4,2,0,0,3,0,0.16,0.16,0.31,0.16,0.31,Matches
336,Apostolos Stamatelopoulos,au AUS,FW,Motherwell,26,1999,19,9,870,9.7,6,2,8,1,5,5,1,0,0.62,0.21,0.83,0.1,0.31,Matches
337,George Stanger,nz NZL,DF,Kilmarnock,24,2000,20,20,"1,686",18.7,2,0,2,2,0,0,6,1,0.11,0,0.11,0.11,0.11,Matches
338,Michael Steinwender,at AUT,DF,Hearts,25,2000,32,19,"1,961",21.8,0,2,2,0,0,0,4,0,0,0.09,0.09,0,0.09,Matches
339,Luca Stephenson,eng ENG,MF,Dundee United,21,2003,29,29,"2,558",28.4,5,5,10,5,0,0,7,0,0.18,0.18,0.35,0.18,0.35,Matches
340,Dujon Sterling,eng ENG,DF,Rangers,25,1999,14,11,933,10.4,2,1,3,2,0,0,2,0,0.19,0.1,0.29,0.19,0.29,Matches
341,Barney Stewart,sct SCO,FW,Falkirk,21,2004,17,17,"1,409",15.7,8,2,10,8,0,0,1,0,0.51,0.13,0.64,0.51,0.64,Matches
342,Owen Stirton,sct SCO,FW,Dundee United,18,2007,10,3,335,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
343,Ryan Strain,au AUS,MF,Dundee United,28,1997,20,13,"1,233",13.7,1,0,1,1,0,0,6,0,0.07,0,0.07,0.07,0.07,Matches
344,Max Stryjek,pl POL,GK,Kilmarnock,29,1996,12,12,"1,080",12,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
345,Nick Suman,au AUS,GK,Aberdeen,25,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
346,Mahamadou Susoho,es ESP,MF,Livingston,20,2005,18,13,"1,230",13.7,1,0,1,1,0,0,6,0,0.07,0,0.07,0.07,0.07,Matches
347,Ante Suto,au AUS,FW,Hibernian,25,2000,14,2,437,4.9,4,1,5,4,0,0,2,0,0.82,0.21,1.03,0.82,1.03,Matches
348,Mohamad Sylla,ml MLI,"MF,DF",Livingston,31,1993,32,24,"2,196",24.4,1,0,1,1,0,0,5,0,0.04,0,0.04,0.04,0.04,Matches
349,Dylan Tait,sct SCO,MF,Falkirk,20,2005,38,33,"2,686",29.8,3,1,4,3,0,0,10,0,0.1,0.03,0.13,0.1,0.13,Matches
350,Macauley Tait,sct SCO,MF,Livingston,19,2005,33,29,"2,443",27.1,0,3,3,0,0,0,8,0,0,0.11,0.11,0,0.11,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
351,Scott Tanser,eng ENG,"MF,DF",St Mirren,30,1994,22,8,863,9.6,1,4,5,1,0,0,0,0,0.1,0.42,0.52,0.1,0.52,Matches
352,James Tavernier,eng ENG,DF,Rangers,33,1991,34,25,"2,365",26.3,8,4,12,4,4,5,5,0,0.3,0.15,0.46,0.15,0.3,Matches
353,Fraser Taylor,sct SCO,MF,St Mirren,22,2003,9,4,321,3.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
354,Dominic Thompson,eng ENG,"DF,MF",Kilmarnock,25,2000,37,28,"2,641",29.3,0,3,3,0,0,0,6,1,0,0.1,0.1,0,0.1,Matches
355,Jack Thomson,sct SCO,MF,Kilmarnock,25,2000,16,2,434,4.8,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
356,Miller Thomson,sct SCO,MF,Dundee United,21,2004,2,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
357,Kieran Tierney,sct SCO,DF,Celtic,28,1997,35,29,"2,503",27.8,6,8,14,6,0,0,2,0,0.22,0.29,0.5,0.22,0.5,Matches
358,Scott Tiffoney,sct SCO,"MF,FW",Kilmarnock,26,1998,12,6,569,6.3,1,1,2,1,0,0,0,0,0.16,0.16,0.32,0.16,0.32,Matches
359,Kristers Tobers,lv LVA,DF,Aberdeen,24,2000,1,1,60,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
360,Sebastian Tounekti,tn TUN,"FW,MF",Celtic,23,2002,27,18,"1,502",16.7,2,2,4,2,0,0,3,0,0.12,0.12,0.24,0.12,0.24,Matches
361,Kristijan Trapanovski,mk MKD,FW,Dundee United,25,1999,18,5,616,6.8,1,1,2,1,0,0,1,0,0.15,0.15,0.29,0.15,0.29,Matches
362,Auston Trusty,us USA,DF,Celtic,26,1998,26,24,"2,161",24,0,0,0,0,0,0,4,2,0,0,0,0,0,Matches
363,Aaron Tshibola,cd COD,MF,Kilmarnock,30,1995,14,10,884,9.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
364,Francisco Valenzuela,mx MEX,FW,Dundee,18,2007,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
365,Jannik Wanner,de GER,FW,Livingston,25,1999,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
366,Calum Ward,eng ENG,GK,Motherwell,24,2000,37,37,"3,330",37,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
367,Marley Watkins,wls WAL,FW,Kilmarnock,34,1990,14,2,342,3.8,1,1,2,1,0,0,0,0,0.26,0.26,0.53,0.26,0.53,Matches
368,David Watson,sct SCO,MF,Kilmarnock,20,2005,34,26,"2,385",26.5,3,1,4,3,0,0,8,1,0.11,0.04,0.15,0.11,0.15,Matches
369,Elliot Watt,sct SCO,MF,Motherwell,25,2000,34,34,"2,894",32.2,6,3,9,6,0,0,8,1,0.19,0.09,0.28,0.19,0.28,Matches
370,Max Watters,eng ENG,FW,Dundee United,26,1999,24,17,"1,335",14.8,2,3,5,2,0,1,1,0,0.13,0.2,0.34,0.13,0.34,Matches
371,Stephen Welsh,sct SCO,DF,Motherwell,25,2000,27,27,"2,277",25.3,1,1,2,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,Matches
372,Stephen Welsh,sct SCO,DF,Celtic,25,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
373,Joe Westley,eng ENG,"MF,FW",Dundee,20,2004,23,18,"1,331",14.8,4,2,6,4,0,1,2,0,0.27,0.14,0.41,0.27,0.41,Matches
374,Ethan Williams,eng ENG,MF,Falkirk,19,2005,23,11,"1,074",11.9,1,3,4,1,0,0,1,0,0.08,0.25,0.34,0.08,0.34,Matches
375,Zac Williams,wls WAL,DF,Kilmarnock,21,2004,7,3,357,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
376,Danny Wilson,sct SCO,DF,Livingston,33,1991,32,31,"2,686",29.8,1,0,1,1,0,0,1,0,0.03,0,0.03,0.03,0.03,Matches
377,James Wilson,sct SCO,FW,Hearts,18,2007,6,1,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
378,Kyrell Wilson,eng ENG,MF,Falkirk,20,2004,28,18,"1,417",15.7,3,1,4,3,0,0,4,0,0.19,0.06,0.25,0.19,0.25,Matches
379,Andrew Winter,sct SCO,"MF,FW",Livingston,23,2002,10,4,507,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
380,Drey Wright,eng ENG,"DF,MF",Dundee,30,1995,35,34,"3,001",33.3,2,2,4,2,0,0,2,0,0.06,0.06,0.12,0.06,0.12,Matches
381,Scott Wright,sct SCO,"MF,FW",Dundee,27,1997,9,2,291,3.2,1,0,1,1,0,0,1,0,0.31,0,0.31,0.31,0.31,Matches
382,Shin Yamada,jp JPN,FW,Celtic,25,2000,8,1,248,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
383,Finn Yeats,sct SCO,MF,Falkirk,21,2004,20,17,"1,296",14.4,2,0,2,2,0,0,1,0,0.14,0,0.14,0.14,0.14,Matches
384,Kusini Yengi,au AUS,FW,Aberdeen,26,1999,4,3,184,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
385,Tete Yengi,au AUS,"FW,MF",Livingston,24,2000,19,11,"1,057",11.7,2,0,2,2,0,0,1,0,0.17,0,0.17,0.17,0.17,Matches
386,Tony Yogane,eng ENG,"MF,FW",Dundee,19,2005,36,25,"2,121",23.6,1,5,6,1,0,0,1,0,0.04,0.21,0.25,0.04,0.25,Matches
387,Elie Youan,fr FRA,"FW,MF",Hibernian,26,1999,17,6,667,7.4,4,1,5,4,0,0,2,0,0.54,0.13,0.67,0.54,0.67,Matches
388,Jake Young,eng ENG,FW,St Mirren,24,2001,13,5,520,5.8,2,0,2,2,0,0,0,1,0.35,0,0.35,0.35,0.35,Matches
389,Joshua Zimmerman,cw CUW,MF,Livingston,24,2001,7,0,161,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
