,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
449,Tom Slončík,cz CZE,MF,Viktoria Plzeň,20,2004,7,2,177,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
450,Tom Slončík,cz CZE,"MF,FW",Hradec Králové,20,2004,13,12,916,10.2,6,1,7,6,0,0,2,0,0.59,0.1,0.69,0.59,0.69,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
451,Bohdan Slyubyk,ua UKR,DF,FK Pardubice,21,2004,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
452,Daniel Smékal,,"FW,MF",FK Pardubice,23,2001,23,12,"1,178",13.1,4,3,7,4,0,0,0,0,0.31,0.23,0.53,0.31,0.53,Matches
453,Vojtěch Smrž,cz CZE,MF,Bohemians 1905,28,1997,19,12,"1,099",12.2,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
454,Eduard Sobol,ua UKR,MF,Jablonec,30,1995,12,9,888,9.9,1,0,1,1,0,0,4,1,0.1,0,0.1,0.1,0.1,Matches
455,Hugo Sochůrek,cz CZE,MF,Sparta Prague,17,2008,8,6,510,5.7,0,2,2,0,0,0,0,0,0,0.35,0.35,0,0.35,Matches
456,Alexandr Sojka,cz CZE,"MF,DF",Hradec Králové,22,2003,18,11,"1,090",12.1,1,0,1,1,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
457,Alexandr Sojka,cz CZE,"MF,DF",Viktoria Plzeň,22,2003,15,9,897,10,2,2,4,2,0,0,1,0,0.2,0.2,0.4,0.2,0.4,Matches
458,Tomáš Solil,cz CZE,"MF,DF",FK Pardubice,25,2000,12,6,592,6.6,1,0,1,1,0,0,2,0,0.15,0,0.15,0.15,0.15,Matches
459,Afolabi Soliu,ng NGA,MF,Slovan Liberec,19,2005,31,17,"1,436",16,4,1,5,4,0,0,6,1,0.25,0.06,0.31,0.25,0.31,Matches
460,Oliver Sonne,pe PER,DF,Sparta Prague,24,2000,15,12,"1,092",12.1,2,3,5,2,0,0,3,0,0.16,0.25,0.41,0.16,0.41,Matches
461,Gibril Sosseh,gm GAM,MF,Bohemians 1905,18,2007,8,3,340,3.8,0,1,1,0,0,0,1,0,0,0.26,0.26,0,0.26,Matches
462,Cheick Souaré,fr FRA,"MF,DF",Viktoria Plzeň,22,2002,29,21,"1,848",20.5,3,5,8,3,0,0,1,0,0.15,0.24,0.39,0.15,0.39,Matches
463,Daniel Souček,cz CZE,"MF,DF",Jablonec,27,1998,27,16,"1,410",15.7,0,1,1,0,0,0,4,0,0,0.06,0.06,0,0.06,Matches
464,Jiří Spáčil,,"MF,DF",Sigma Olomouc,26,1999,8,4,385,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
465,Karel Spáčil,cz CZE,"DF,MF",Viktoria Plzeň,22,2003,24,16,"1,349",15,1,1,2,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13,Matches
466,Filip Špatenka,cz CZE,"MF,FW",Slovan Liberec,21,2004,14,7,612,6.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
467,Jindřich Staněk,cz CZE,GK,Slavia Prague,29,1996,19,19,"1,710",19,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
468,Jan Stejskal,cz CZE,GK,FK Pardubice,28,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
469,David Štěpánek,cz CZE,MF,Jablonec,28,1997,8,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
470,Andrej Stojchevski,mk MKD,DF,Slovácko,22,2003,28,24,"2,179",24.2,0,0,0,0,0,0,9,0,0,0,0,0,0,Matches
471,Tadeáš Stoppen,,GK,Sigma Olomouc,21,2003,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
472,Rok Štorman,si SVN,MF,Karviná,20,2004,27,17,"1,554",17.3,5,1,6,5,0,0,3,0,0.29,0.06,0.35,0.29,0.35,Matches
473,Vojtech Stransky,cz CZE,MF,Slovan Liberec,22,2003,35,30,"2,634",29.3,2,3,5,2,0,0,2,0,0.07,0.1,0.17,0.07,0.17,Matches
474,Danijel Šturm,si SVN,"MF,FW",Sigma Olomouc,26,1999,13,12,991,11,5,3,8,5,0,0,3,0,0.45,0.27,0.73,0.45,0.73,Matches
475,Martin Šubert,,MF,Mladá Boleslav,22,2002,25,14,"1,366",15.2,1,1,2,1,0,0,0,0,0.07,0.07,0.13,0.07,0.13,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
476,Jan Suchan,cz CZE,FW,Jablonec,29,1996,14,1,337,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
477,Jan Suchan,cz CZE,"FW,MF",Slovácko,29,1996,14,10,709,7.9,3,0,3,3,0,0,0,0,0.38,0,0.38,0.38,0.38,Matches
478,Martin Suchomel,cz CZE,MF,Sparta Prague,22,2002,5,1,125,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
479,Martin Suchomel,cz CZE,"MF,DF",Hradec Králové,22,2002,9,9,810,9,2,0,2,2,0,0,1,0,0.22,0,0.22,0.22,0.22,Matches
480,Pavel Šulc,cz CZE,MF,Viktoria Plzeň,24,2000,2,2,157,1.7,1,3,4,1,0,0,0,0,0.57,1.72,2.29,0.57,2.29,Matches
481,Mubarak Suleiman,ng NGA,MF,Slavia Prague,18,2007,8,4,312,3.5,2,2,4,2,0,0,0,0,0.58,0.58,1.15,0.58,1.15,Matches
482,Jakub Surovčík,sk SVK,GK,Sparta Prague,23,2002,14,13,"1,242",13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
483,Michal Surzyn,cz CZE,"DF,MF",FK Pardubice,27,1997,8,5,486,5.4,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
484,Josef Švanda,,"MF,DF",Teplice,23,2001,25,9,"1,126",12.5,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
485,Pavel Svatek,,FW,Teplice,20,2004,8,3,362,4,1,0,1,1,0,0,1,0,0.25,0,0.25,0.25,0.25,Matches
486,Martin Šviderský,sk SVK,MF,Slovácko,22,2002,20,12,"1,120",12.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
487,Jaroslav Svozil,cz CZE,DF,Dukla Prague,31,1993,22,21,"1,807",20.1,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
488,Vojtěch Sychra,,MF,Slovan Liberec,23,2001,9,0,184,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
489,Vojtěch Sychra,,"MF,FW",FK Pardubice,23,2001,15,9,830,9.2,1,2,3,1,0,0,2,0,0.11,0.22,0.33,0.11,0.33,Matches
490,Abdoulaye Sylla,gn GUI,DF,Sigma Olomouc,25,2000,27,27,"2,292",25.5,0,2,2,0,0,0,5,1,0,0.08,0.08,0,0.08,Matches
491,Asger Sørensen,dk DEN,DF,Sparta Prague,29,1996,23,22,"1,943",21.6,1,1,2,1,0,0,2,0,0.05,0.05,0.09,0.05,0.09,Matches
492,Laco Takács,cz CZE,DF,Teplice,29,1996,8,6,311,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
493,Abdoullahi Tanko,ng NGA,"MF,FW",FK Pardubice,27,1998,30,23,"2,032",22.6,7,6,13,7,0,0,2,1,0.31,0.27,0.58,0.31,0.58,Matches
494,Dominik Ťapaj,sk SVK,GK,Viktoria Plzeň,21,2004,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
495,Divine Teah,lr LBR,MF,Slavia Prague,19,2006,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
496,Divine Teah,lr LBR,MF,FK Pardubice,19,2006,6,4,307,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
497,Nemanja Tekijaški,rs SRB,DF,Jablonec,28,1997,33,33,"2,965",32.9,4,0,4,4,0,0,4,0,0.12,0,0.12,0.12,0.12,Matches
498,Daniel Tetour,cz CZE,MF,Slovácko,31,1994,18,13,"1,205",13.4,3,0,3,3,0,0,4,0,0.22,0,0.22,0.22,0.22,Matches
499,Jakub Tichý,,DF,Bohemians 1905,18,2006,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
500,Mouhamed Tidjane,ci CIV,DF,Dukla Prague,22,2003,15,14,"1,222",13.6,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
501,Christ Tiéhi,ci CIV,MF,Baník Ostrava,27,1998,5,3,309,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
502,Muhamed Tijani,ng NGA,FW,Sigma Olomouc,25,2000,13,4,451,5,1,0,1,1,0,0,2,0,0.2,0,0.2,0.2,0.2,Matches
503,Samson Tijani,ng NGA,MF,Dukla Prague,23,2002,26,21,"1,721",19.1,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
504,David Tkac,cz CZE,MF,Sigma Olomouc,23,2002,9,7,581,6.5,0,1,1,0,0,0,1,0,0,0.15,0.15,0,0.15,Matches
505,Mohamed Touré,gn GUI,"FW,MF",Viktoria Plzeň,19,2005,11,6,667,7.4,2,0,2,2,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches
506,Aboubacar Traoré,ci CIV,"DF,MF",Karviná,20,2004,25,21,"1,708",19,3,0,3,3,0,0,4,1,0.16,0,0.16,0.16,0.16,Matches
507,Michal Trávník,cz CZE,MF,Slovácko,31,1994,26,26,"2,174",24.2,3,1,4,1,2,2,5,0,0.12,0.04,0.17,0.04,0.08,Matches
508,Jan Trédl,,"DF,MF",FK Pardubice,21,2004,14,9,822,9.1,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
509,Matouš Trmal,cz CZE,GK,Teplice,26,1998,34,34,"3,060",34,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
510,Daniel Trubač,cz CZE,"MF,FW",Teplice,28,1997,17,13,"1,118",12.4,1,1,2,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,Matches
511,Daniel Trubač,cz CZE,"MF,FW",Hradec Králové,28,1997,14,9,820,9.1,0,1,1,0,0,0,2,0,0,0.11,0.11,0,0.11,Matches
512,Yehor Tsykalo,ua UKR,MF,Teplice,23,2001,8,0,146,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
513,Emannuel Uchenna,ng NGA,DF,Sparta Prague,21,2003,14,13,"1,059",11.8,2,0,2,2,0,0,7,0,0.17,0,0.17,0.17,0.17,Matches
514,Jakub Uhrinčať,sk SVK,"DF,MF",Hradec Králové,24,2001,24,20,"1,752",19.5,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
515,Tomas Ulbrich,,"MF,FW",Fastav Zlín,27,1998,29,7,812,9,3,3,6,3,0,0,3,0,0.33,0.33,0.67,0.33,0.67,Matches
516,Bruno Unušić,hr CRO,DF,Dukla Prague,23,2002,12,4,569,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
517,Alexandr Urban,,GK,Slovácko,21,2004,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
518,Kamil Vacek,cz CZE,MF,FK Pardubice,38,1987,4,3,177,2,0,1,1,0,0,0,0,0,0,0.51,0.51,0,0.51,Matches
519,Denis Vala,cz CZE,DF,Bohemians 1905,24,2000,5,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
