,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
327,Alexis González,ar ARG,FW,Sarmiento–J,21-142,2005,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
328,Imanol González Benac,ar ARG,DF,Gimnasia–M,28-149,1998,7,7,577,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
329,Facundo González,ar ARG,DF,River Plate,20-062,2006,2,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
330,Francisco González,ar ARG,"MF,FW",Belgrano,29-067,1997,10,5,442,4.9,2,0,2,2,0,0,0,0,0.41,0,0.41,0.41,0.41,Matches
331,Gonzalo González,ar ARG,FW,Gimnasia–LP,31-090,1995,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
332,Lucas González,ar ARG,MF,Cen. Córdoba–SdE,26-001,2000,14,11,888,9.9,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
333,Lucas González,ar ARG,FW,Estudiantes–RC,28-314,1997,4,0,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
334,Luciano González,uy URU,FW,Defensa y Justicia,20-154,2006,4,0,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
335,Leandro González Pirez,ar ARG,DF,Estudiantes–LP,34-098,1992,14,12,"1,106",12.3,1,0,1,1,0,0,7,0,0.08,0,0.08,0.08,0.08,Matches
336,Rodrigo González,ar ARG,"DF,MF",Aldosivi,26-051,2000,14,14,"1,141",12.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
337,Tomás González,ar ARG,FW,Unión,23-017,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
338,Tomás González,ar ARG,MF,Estudiantes–RC,27-215,1998,15,14,"1,134",12.6,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
339,Jano Gordon,ar ARG,DF,Vélez Sarsfield,21-353,2004,3,3,258,2.9,1,0,1,1,0,0,0,0,0.35,0,0.35,0.35,0.35,Matches
340,Santiago Grella,ar ARG,MF,Unión,21-080,2005,4,0,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
341,Iván Guaraz,ar ARG,MF,Barracas Central,21-024,2005,10,5,455,5.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
342,Facundo Guch,ar ARG,MF,Newell's Old Boys,19-135,2007,14,13,929,10.3,1,1,2,1,0,0,3,0,0.1,0.1,0.19,0.1,0.19,Matches
343,Nicolás Guerra,cl CHI,"FW,MF",Instituto,27-146,1999,13,5,461,5.1,1,0,1,1,0,0,4,0,0.2,0,0.2,0.2,0.2,Matches
344,Tomás Guidara,ar ARG,DF,Lanús,30-083,1996,14,13,"1,105",12.3,0,1,1,0,0,0,4,0,0,0.08,0.08,0,0.08,Matches
345,Adrián Guillermo Sánchez,ar ARG,MF,Belgrano,27-021,1999,15,15,"1,294",14.4,0,1,1,0,0,0,2,0,0,0.07,0.07,0,0.07,Matches
346,Facundo Gulli,ar ARG,"MF,FW",San Lorenzo,20-252,2005,15,12,831,9.2,0,2,2,0,0,0,3,0,0,0.22,0.22,0,0.22,Matches
347,Rodrigo Guth,br BRA,DF,Talleres–C,25-206,2000,2,1,103,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
348,Juan Gutierrez,uy URU,"MF,FW",Defensa y Justicia,24-120,2002,16,15,"1,307",14.5,3,3,6,3,0,0,1,0,0.21,0.21,0.41,0.21,0.41,Matches
349,Kevin Gutiérrez,ar ARG,MF,Rosario Central,20-125,2006,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
350,Lautaro Gutierrez,ar ARG,FW,Belgrano,20-119,2006,12,2,392,4.4,2,0,2,2,0,0,0,0,0.46,0,0.46,0.46,0.46,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
351,Maximiliano Gutiérrez,cl CHI,"MF,FW",Independiente,22-032,2004,7,4,361,4,2,1,3,2,0,0,0,0,0.5,0.25,0.75,0.5,0.75,Matches
352,Natanael Guzmán,ar ARG,"FW,MF",Aldosivi,26-297,1999,11,5,428,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
353,Ezequiel Ham,sy SYR,MF,Atlé Tucumán,32-086,1994,15,9,744,8.3,0,1,1,0,0,0,3,0,0,0.12,0.12,0,0.12,Matches
354,Agustin Hausch,ar ARG,"MF,FW",Defensa y Justicia,23-014,2003,14,8,658,7.3,1,0,1,1,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches
355,Diego Herazo,co COL,FW,San Lorenzo,30-051,1996,7,0,91,1,1,1,2,1,0,0,0,0,0.99,0.99,1.98,0.99,1.98,Matches
356,Leonardo Heredia,ar ARG,FW,Platense,30-144,1996,15,6,541,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
357,Ramiro Hernandes,ar ARG,MF,Belgrano,21-204,2004,15,4,553,6.1,1,0,1,1,0,0,2,0,0.16,0,0.16,0.16,0.16,Matches
358,Gastón Hernández,ar ARG,DF,San Lorenzo,28-136,1998,9,9,798,8.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
359,Matías Hernández,ar ARG,FW,San Lorenzo,20-363,2005,1,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
360,Ander Herrera,es ESP,MF,Boca Juniors,36-294,1989,9,5,466,5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
361,Ezequiel Herrera,ar ARG,DF,San Lorenzo,23-133,2003,15,15,"1,337",14.9,1,0,1,1,0,0,2,0,0.07,0,0.07,0.07,0.07,Matches
362,Guido Herrera,ar ARG,GK,Talleres–C,34-095,1992,16,16,"1,440",16,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
363,Jonathan Herrera,ar ARG,FW,Deportivo Riestra,34-261,1991,16,12,979,10.9,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
364,Rodrigo Herrera,ar ARG,MF,Newell's Old Boys,25-306,2000,14,13,"1,061",11.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
365,Michael Hoyos,ar ARG,FW,Newell's Old Boys,34-306,1991,9,3,432,4.8,1,0,1,1,0,0,0,0,0.21,0,0.21,0.21,0.21,Matches
366,Marco Iacobellis,ar ARG,"MF,FW",Cen. Córdoba–SdE,26-159,1999,12,5,441,4.9,0,1,1,0,0,0,3,0,0,0.2,0.2,0,0.2,Matches
367,Fabricio Iacovich,ar ARG,GK,Estudiantes–LP,24-126,2002,6,5,495,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
368,César Ibáñez,ar ARG,DF,Huracán,26-352,1999,14,13,"1,118",12.4,0,1,1,0,0,0,7,1,0,0.08,0.08,0,0.08,Matches
369,Franco Ibarra,ar ARG,MF,Rosario Central,25-037,2001,14,13,"1,190",13.2,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
370,Juan Ignacio Méndez,ar ARG,MF,Instituto,29-037,1997,14,6,571,6.3,0,1,1,0,0,0,2,0,0,0.16,0.16,0,0.16,Matches
371,Juan Ignacio Ramírez,uy URU,FW,Newell's Old Boys,29-123,1997,10,4,464,5.2,4,0,4,3,1,1,0,0,0.78,0,0.78,0.58,0.58,Matches
372,Juan Infante,ar ARG,DF,Atlé Tucumán,30-148,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
373,Gino Infantino,ar ARG,MF,Arg Juniors,23-016,2003,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
374,Celías Ingenthron,ar ARG,DF,Platense,17-341,2008,3,3,258,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
375,Luis Ingolotti,ar ARG,GK,Atlé Tucumán,26-141,2000,16,16,"1,440",16,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
376,José Ingratti,ar ARG,FW,Deportivo Riestra,25-311,2000,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
377,Emanuel Iñíguez,ar ARG,DF,Aldosivi,29-261,1996,2,1,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
378,Manuel Insaurralde,ar ARG,MF,San Lorenzo,27-124,1999,7,6,483,5.4,1,0,1,1,0,0,1,0,0.19,0,0.19,0.19,0.19,Matches
379,Nelson Insfrán,ar ARG,GK,Gimnasia–LP,31-011,1995,14,14,"1,197",13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
380,Rodrigo Insúa,ar ARG,"MF,DF",Barracas Central,28-170,1997,16,16,"1,440",16,3,1,4,1,2,2,3,0,0.19,0.06,0.25,0.06,0.12,Matches
381,Carlos Izquierdoz,ar ARG,DF,Lanús,37-213,1988,13,13,"1,170",13,2,0,2,2,0,1,5,0,0.15,0,0.15,0.15,0.15,Matches
382,Cristian Jaime,ar ARG,FW,River Plate,19-325,2006,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
383,Facundo Jainikoski,ar ARG,"FW,MF",Arg Juniors,18-081,2008,14,3,503,5.6,0,2,2,0,0,0,0,0,0,0.36,0.36,0,0.36,Matches
384,Lucas Janson,ar ARG,"FW,MF",Boca Juniors,31-292,1994,3,3,182,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
385,Kevin Jappert,ar ARG,"DF,MF",Barracas Central,22-099,2004,9,5,537,6,1,0,1,1,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
386,Franco Jara,ar ARG,FW,Instituto,37-324,1988,11,8,710,7.9,1,0,1,0,1,2,2,0,0.13,0,0.13,0,0,Matches
387,David Juárez,ar ARG,FW,Aldosivi,18-192,2007,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
388,Fernando Juárez,ar ARG,MF,Cen. Córdoba–SdE,27-285,1998,4,3,315,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
389,Julián Kadijevic,ar ARG,GK,Gimnasia–LP,22-128,2004,2,1,153,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
390,Nsumoh Kalu,sk SVK,FW,Deportivo Riestra,24-355,2001,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
391,Ryoga Kida,jp JPN,FW,Arg Juniors,20-324,2005,5,0,94,1,1,0,1,1,0,0,0,0,0.96,0,0.96,0.96,0.96,Matches
392,Luca Klimowicz,ar ARG,FW,Instituto,22-016,2004,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
393,Agustín Ladstatter,ar ARG,MF,San Lorenzo,20-364,2005,11,4,412,4.6,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
394,Agustín Lagos,ar ARG,DF,Platense,24-238,2001,6,1,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
395,Nicolás Laméndola,ar ARG,"MF,FW",Atlé Tucumán,27-174,1998,15,13,"1,113",12.4,1,0,1,1,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
396,Leonardo Landriel,ar ARG,MF,Deportivo Riestra,29-325,1996,2,0,20,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
397,Manuel Lanzini,ar ARG,MF,Vélez Sarsfield,33-109,1993,16,15,"1,195",13.3,3,0,3,3,0,0,1,0,0.23,0,0.23,0.23,0.23,Matches
398,Alan Laprida,ar ARG,MF,Cen. Córdoba–SdE,21-247,2004,8,3,370,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
399,Joaquín Laso,ar ARG,DF,Tigre,35-335,1990,14,14,"1,227",13.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
400,Agustín Lastra,ar ARG,GK,Estudiantes–RC,25-153,2001,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
401,Jeremías Lázaro,ar ARG,MF,Instituto,21-341,2004,11,1,295,3.3,1,2,3,1,0,0,0,0,0.31,0.61,0.92,0.31,0.92,Matches
402,Jeremías Ledesma,ar ARG,GK,Rosario Central,33-111,1993,12,12,"1,080",12,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
403,Tobías Leiva,ar ARG,MF,Estudiantes–RC,22-115,2004,3,0,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
404,Gonzalo Lencina,ar ARG,FW,Platense,28-229,1997,8,6,456,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
405,Santiago Lencina,ar ARG,MF,River Plate,20-273,2005,4,0,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
406,Facundo Lencioni,ar ARG,MF,Gimnasia–M,25-110,2001,16,16,"1,341",14.9,2,5,7,2,0,0,3,0,0.13,0.34,0.47,0.13,0.47,Matches
407,Alan Lescano,ar ARG,MF,Arg Juniors,24-205,2001,16,16,"1,292",14.4,2,0,2,1,1,1,3,0,0.14,0,0.14,0.07,0.07,Matches
408,Leandro Lescano,ar ARG,DF,Huracán,23-093,2003,4,3,179,2,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
409,Bruno Leyes,ar ARG,MF,Tigre,24-217,2001,15,13,"1,136",12.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
410,Franco Leys,ar ARG,MF,Aldosivi,32-229,1993,11,4,504,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
411,Nicolás Linares,ar ARG,MF,Gimnasia–M,30-090,1996,8,8,652,7.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
412,Gastón Lodico,ar ARG,MF,Instituto,28-007,1998,14,14,"1,094",12.2,0,1,1,0,0,0,1,0,0,0.08,0.08,0,0.08,Matches
413,Kevin Lomónaco,ar ARG,DF,Independiente,24-147,2002,16,15,"1,300",14.4,0,1,1,0,0,0,4,0,0,0.07,0.07,0,0.07,Matches
414,Santiago Longo,ar ARG,MF,Belgrano,28-053,1998,9,4,407,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
415,Fabricio López,ar ARG,DF,San Lorenzo,23-195,2002,5,2,263,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
416,Julián López,ar ARG,MF,Defensa y Justicia,26-147,2000,7,1,250,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
417,Lisandro López,ar ARG,DF,Belgrano,36-276,1989,12,12,"1,018",11.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
418,Marcos López,ar ARG,DF,Banfield,19-234,2006,1,0,9,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
419,Hernán López Muñoz,ar ARG,"MF,FW",Arg Juniors,25-270,2000,11,10,734,8.2,2,2,4,2,0,0,0,1,0.25,0.25,0.49,0.25,0.49,Matches
420,Santiago López,ar ARG,"DF,MF",Banfield,28-182,1997,16,16,"1,431",15.9,2,4,6,2,0,0,3,0,0.13,0.25,0.38,0.13,0.38,Matches
421,Santiago López,ar ARG,"MF,FW",Tigre,20-115,2006,15,9,900,10,0,2,2,0,0,0,2,0,0,0.2,0.2,0,0.2,Matches
422,Franco Lorenzón,ar ARG,DF,San Lorenzo,25-077,2001,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
423,Nahuel Losada,ar ARG,GK,Lanús,33-048,1993,14,14,"1,260",14,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
424,Augusto Lotti,it ITA,MF,Platense,29-359,1996,8,1,187,2.1,2,0,2,2,0,0,0,0,0.96,0,0.96,0.96,0.96,Matches
425,Leandro Lozano,uy URU,"DF,MF",Arg Juniors,27-167,1998,11,11,942,10.5,0,1,1,0,0,0,2,0,0,0.1,0.1,0,0.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
426,Raúl Lozano,ar ARG,DF,Estudiantes–RC,28-275,1997,6,5,435,4.8,0,1,1,0,0,0,0,0,0,0.21,0.21,0,0.21,Matches
427,Jeremías Lucco,ar ARG,DF,Belgrano,20-176,2005,3,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
428,Esteban Lucero,ar ARG,"MF,DF",Defensa y Justicia,20-310,2005,9,5,462,5.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
429,Martín Luciano,ar ARG,"DF,MF",Newell's Old Boys,22-178,2003,6,5,330,3.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
430,Juan Ludueña,ar ARG,DF,Unión,23-113,2003,15,13,"1,234",13.7,0,1,1,0,0,0,2,0,0,0.07,0.07,0,0.07,Matches
431,Juan Luis Alfaro,ar ARG,"MF,DF",Banfield,26-231,1999,3,3,171,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
432,José Luis Palomino,ar ARG,DF,Talleres–C,36-150,1990,8,5,525,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
433,Alex Luna,ar ARG,"MF,FW",Instituto,22-065,2004,15,15,"1,215",13.5,5,0,5,3,2,2,5,0,0.37,0,0.37,0.22,0.22,Matches
434,Mauro Luna Diale,ar ARG,"FW,MF",Platense,27-039,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
435,Ramiro Macagno,ar ARG,GK,Ind. Rivadavia,29-078,1997,1,1,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
436,Imanol Machuca,my MAS,MF,Vélez Sarsfield,26-140,2000,4,2,154,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
437,Alejandro Maciel,ar ARG,DF,Cen. Córdoba–SdE,29-043,1997,14,14,"1,260",14,1,1,2,1,0,0,6,0,0.07,0.07,0.14,0.07,0.14,Matches
438,Gonzalo Maffini,ar ARG,DF,Estudiantes–RC,33-138,1993,12,12,"1,079",12,0,1,1,0,0,0,3,1,0,0.08,0.08,0,0.08,Matches
439,Lisandro Magallán,ar ARG,DF,Vélez Sarsfield,32-250,1993,14,14,"1,240",13.8,0,1,1,0,0,0,3,0,0,0.07,0.07,0,0.07,Matches
440,Pablo Magnín,ar ARG,FW,Sarmiento–J,36-040,1990,5,3,225,2.5,1,0,1,1,0,0,0,0,0.4,0,0.4,0.4,0.4,Matches
441,Alexandro Maidana,py PAR,"DF,MF",Talleres–C,20-313,2005,8,7,646,7.2,2,0,2,2,0,0,2,0,0.28,0,0.28,0.28,0.28,Matches
442,Guido Mainero,ar ARG,MF,Platense,31-073,1995,16,14,"1,066",11.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
443,Víctor Malcorra,ar ARG,MF,Independiente,38-315,1987,14,13,"1,131",12.6,1,3,4,1,0,0,2,0,0.08,0.24,0.32,0.08,0.32,Matches
444,Alexis Maldonado,ar ARG,DF,Belgrano,28-275,1997,13,12,"1,003",11.1,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
445,Facundo Mallo,uy URU,DF,Rosario Central,31-139,1995,7,6,542,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
446,Emanuel Mammana,ar ARG,DF,Vélez Sarsfield,30-114,1996,16,14,"1,260",14,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
447,Federico Mancuello,ar ARG,"DF,FW",Independiente,37-070,1989,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
448,Eros Mancuso,ar ARG,DF,Estudiantes–LP,27-048,1999,14,6,729,8.1,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
449,Facundo Mansilla,ar ARG,DF,Cen. Córdoba–SdE,27-097,1999,13,13,"1,113",12.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
450,Matías Mansilla,ar ARG,GK,Unión,30-109,1996,16,16,"1,440",16,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
451,Juan Manuel Cabrera,ar ARG,DF,Sarmiento–J,26-086,2000,8,3,364,4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
452,Juan Manuel Elordi,ar ARG,"DF,MF",Ind. Rivadavia,31-287,1994,15,12,"1,089",12.1,1,2,3,1,0,0,2,0,0.08,0.17,0.25,0.08,0.25,Matches
453,Juan Manuel Insaurralde,ar ARG,DF,Sarmiento–J,41-244,1984,13,13,"1,130",12.6,0,0,0,0,0,0,6,2,0,0,0,0,0,Matches
454,Junior Marabel,py PAR,FW,Sarmiento–J,28-070,1998,16,14,"1,165",12.9,6,3,9,4,2,2,1,0,0.46,0.23,0.7,0.31,0.54,Matches
455,Agustín Marchesín,ar ARG,GK,Boca Juniors,38-080,1988,12,12,"1,071",11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
456,Leonardo Marchi,ar ARG,DF,Cen. Córdoba–SdE,29-260,1996,4,2,179,2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
457,Sasha Marcich,ar ARG,DF,Lanús,28-006,1998,15,14,"1,233",13.7,1,1,2,1,0,0,4,0,0.07,0.07,0.15,0.07,0.15,Matches
458,Iván Marcone,ar ARG,MF,Independiente,36-001,1990,14,13,"1,126",12.5,1,0,1,1,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
459,Gonzalo Maroni,ar ARG,"MF,FW",Barracas Central,27-078,1999,10,3,419,4.7,1,0,1,1,0,0,2,0,0.21,0,0.21,0.21,0.21,Matches
460,Brandon Márquez,ar ARG,,Sarmiento–J,21-102,2005,4,0,59,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
461,Rodrigo Márquez,ar ARG,FW,Aldosivi,24-109,2002,4,0,118,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
462,Adrián Martínez,ar ARG,FW,Racing Club,33-332,1992,14,13,"1,152",12.8,4,0,4,3,1,2,3,0,0.31,0,0.31,0.23,0.23,Matches
463,Alejandro Martínez,ar ARG,"MF,FW",Huracán,29-049,1997,9,5,385,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
464,Damián Martínez,ar ARG,"MF,DF",Barracas Central,36-124,1990,10,7,514,5.7,1,0,1,1,0,0,1,0,0.18,0,0.18,0.18,0.18,Matches
465,Enzo Martínez,uy URU,DF,Gimnasia–LP,28-036,1998,15,15,"1,350",15,2,0,2,2,0,0,4,0,0.13,0,0.13,0.13,0.13,Matches
466,Fernando Martínez,ar ARG,"MF,DF",Cen. Córdoba–SdE,25-312,2000,14,6,588,6.5,1,0,1,1,0,0,2,0,0.15,0,0.15,0.15,0.15,Matches
467,Mauricio Martínez,ar ARG,MF,Sarmiento–J,33-104,1993,12,7,745,8.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
468,Lucas Martínez Quarta,ar ARG,DF,River Plate,30-025,1996,15,15,"1,340",14.9,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
469,Ronaldo Martínez,py PAR,FW,Talleres–C,30-040,1996,16,15,"1,206",13.4,3,1,4,3,0,0,0,0,0.22,0.07,0.3,0.22,0.3,Matches
470,Gastón Martirena,uy URU,"MF,DF",Racing Club,26-150,2000,5,3,292,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
471,Thomás de Martis,ar ARG,FW,Lanús,17-343,2008,5,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
472,Agustín Massaccesi,ar ARG,DF,Instituto,23-260,2002,4,3,253,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
473,Diego Mastrángelo,ar ARG,DF,Gimnasia–LP,23-209,2002,5,0,89,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
474,Guillermo Matías Fernández,ar ARG,MF,Rosario Central,34-236,1991,8,4,354,3.9,0,1,1,0,0,0,2,0,0,0.25,0.25,0,0.25,Matches
475,Jerónimo Mattar,ar ARG,MF,Newell's Old Boys,17-301,2008,13,5,654,7.3,0,1,1,0,0,0,3,0,0,0.14,0.14,0,0.14,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
476,Julián Mavilla,ar ARG,MF,Belgrano,26-038,2000,6,1,268,3,1,0,1,1,0,0,0,0,0.34,0,0.34,0.34,0.34,Matches
477,Augusto Max,ar ARG,MF,Gimnasia–LP,33-298,1992,13,13,"1,117",12.4,0,1,1,0,0,0,5,0,0,0.08,0.08,0,0.08,Matches
478,Sergio Maximiliano Ojeda,ar ARG,DF,Estudiantes–RC,34-151,1992,8,8,720,8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
479,Walter Mazzantti,ar ARG,"MF,FW",Newell's Old Boys,29-272,1996,8,7,616,6.8,1,1,2,1,0,0,1,0,0.15,0.15,0.29,0.15,0.29,Matches
480,Walter Mazzantti,ar ARG,MF,Independiente,29-272,1996,6,1,140,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
481,Agustín Medina,,MF,Lanús,,,12,10,789,8.8,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
482,Cristian Medina,ar ARG,MF,Estudiantes–LP,24-003,2002,5,5,443,4.9,0,1,1,0,0,0,0,0,0,0.2,0.2,0,0.2,Matches
483,Sebastián Medina,ar ARG,MF,Tigre,26-081,2000,11,3,317,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
484,Matías Melluso,ar ARG,DF,Gimnasia–LP,27-360,1998,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
485,Armando Méndez,uy URU,DF,Newell's Old Boys,30-065,1996,14,14,"1,173",13,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
486,Mauro Méndez,uy URU,FW,Banfield,27-138,1999,16,16,"1,372",15.2,6,3,9,6,0,0,3,0,0.39,0.2,0.59,0.39,0.59,Matches
487,Mateo Mendía,ar ARG,DF,Platense,22-121,2004,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
488,Lucas Menossi,ar ARG,MF,Unión,33-328,1992,3,0,66,0.7,1,0,1,1,0,0,0,0,1.36,0,1.36,1.36,1.36,Matches
489,Miguel Merentiel,uy URU,FW,Boca Juniors,30-100,1996,13,10,854,9.5,5,2,7,5,0,0,1,0,0.53,0.21,0.74,0.53,0.74,Matches
490,Nicolás Meriano,ar ARG,DF,Banfield,25-207,2000,12,9,799,8.9,0,0,0,0,0,0,4,2,0,0,0,0,0,Matches
491,Bautista Merlini,ar ARG,MF,Platense,30-335,1995,14,3,464,5.2,1,0,1,1,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
492,Jeremias Merlo,,MF,Gimnasia–LP,,,4,2,127,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
