,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
660,Marco Rivas,pe PER,MF,Tigre,18-020,2008,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
661,Lautaro Rivero,ar ARG,DF,River Plate,22-215,2003,14,14,"1,236",13.7,1,0,1,1,0,0,6,0,0.07,0,0.07,0.07,0.07,Matches
662,Lucas Robertone,ar ARG,MF,Vélez Sarsfield,29-078,1997,14,8,733,8.1,1,0,1,1,0,0,6,1,0.12,0,0.12,0.12,0.12,Matches
663,Baltasar Rodríguez,ar ARG,MF,Racing Club,22-330,2003,12,7,571,6.3,0,1,1,0,0,0,5,0,0,0.16,0.16,0,0.16,Matches
664,Gregorio Rodríguez,ar ARG,"MF,FW",San Lorenzo,26-138,2000,12,6,532,5.9,2,0,2,2,0,0,0,0,0.34,0,0.34,0.34,0.34,Matches
665,Ignacio Rodríguez,ar ARG,MF,Racing Club,24-102,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
666,Lucas Rodríguez,ar ARG,"DF,MF",Aldosivi,32-250,1993,11,8,721,8,0,1,1,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches
667,Maizon Rodríguez,uy URU,DF,Unión,23-013,2003,16,16,"1,370",15.2,1,0,1,1,0,0,2,0,0.07,0,0.07,0.07,0.07,Matches
668,Santiago Rodriguez,ar ARG,FW,Gimnasia–M,28-285,1997,11,7,590,6.6,1,1,2,1,0,0,1,0,0.15,0.15,0.31,0.15,0.31,Matches
669,Teo Rodríguez,ar ARG,"DF,MF",San Lorenzo,20-235,2005,9,5,578,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
670,Thomas Rodríguez,cl CHI,MF,Banfield,30-060,1996,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
671,Manuel Roffo,ar ARG,GK,Instituto,26-061,2000,16,16,"1,440",16,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
672,Gabriel Rojas,ar ARG,"DF,MF",Racing Club,28-347,1997,12,12,"1,080",12,1,3,4,1,0,0,2,0,0.08,0.25,0.33,0.08,0.33,Matches
673,Marcos Rojo,ar ARG,DF,Racing Club,36-076,1990,7,6,459,5.1,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
674,Esteban Rolón,ar ARG,MF,Aldosivi,31-071,1995,14,11,836,9.3,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
675,Fernando Román,py PAR,DF,Aldosivi,27-196,1998,15,11,"1,030",11.4,0,1,1,0,0,0,3,0,0,0.09,0.09,0,0.09,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
676,Pocho Román,it ITA,FW,Atlé Tucumán,22-114,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
677,Jhohan Romaña,co COL,DF,San Lorenzo,27-264,1998,14,14,"1,215",13.5,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
678,Ángel Romero,py PAR,"MF,FW",Boca Juniors,33-335,1992,8,4,348,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
679,Braian Romero,ar ARG,FW,Vélez Sarsfield,34-354,1991,10,2,299,3.3,1,0,1,0,1,1,3,0,0.3,0,0.3,0,0,Matches
680,Francisco Romero,ar ARG,MF,Estudiantes–RC,27-088,1999,10,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
681,José Romero,ar ARG,FW,Tigre,23-071,2003,12,10,793,8.8,7,2,9,7,0,0,1,0,0.79,0.23,1.02,0.79,1.02,Matches
682,Juan Romero,py PAR,"FW,MF",Instituto,25-030,2001,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
683,Luciano Romero,ar ARG,DF,Lanús,20-152,2006,1,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
684,Óscar Romero,py PAR,MF,Huracán,33-335,1992,10,7,536,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
685,Siro Rosane,ar ARG,MF,Estudiantes–RC,25-362,2000,14,7,702,7.8,0,1,1,0,0,0,1,0,0,0.13,0.13,0,0.13,Matches
686,Nazareno Roselli,ar ARG,MF,Defensa y Justicia,19-299,2006,3,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
687,Agustín Ruberto,ar ARG,FW,River Plate,20-141,2006,4,2,169,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
688,Tobías Rubio,ar ARG,DF,Racing Club,21-312,2004,2,0,29,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
689,Matías Ruíz Díaz,ar ARG,DF,Estudiantes–RC,29-268,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
690,Ramiro Ruiz,ar ARG,FW,Atlé Tucumán,26-075,2000,5,1,144,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
691,Ignacio Russo,ar ARG,FW,Tigre,25-173,2000,16,15,"1,355",15.1,4,3,7,4,0,0,2,0,0.27,0.2,0.46,0.27,0.46,Matches
692,Jerónimo Russo,ar ARG,DF,Newell's Old Boys,21-005,2005,13,7,737,8.2,1,2,3,1,0,0,3,0,0.12,0.24,0.37,0.12,0.37,Matches
693,Franco Saavedra,ar ARG,DF,Gimnasia–M,22-275,2003,13,13,"1,024",11.4,0,1,1,0,0,0,2,2,0,0.09,0.09,0,0.09,Matches
694,Luciano Sábato,ar ARG,FW,Ind. Rivadavia,18-009,2008,1,0,18,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
695,Juan Saborido,ar ARG,DF,Platense,28-040,1998,15,15,"1,297",14.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
696,Maximiliano Salas,ar ARG,FW,River Plate,28-185,1997,12,2,392,4.4,1,0,1,1,0,0,2,0,0.23,0,0.23,0.23,0.23,Matches
697,Saúl Salcedo,py PAR,DF,Newell's Old Boys,28-279,1997,14,14,"1,260",14,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
698,Santiago Salle,ar ARG,MF,Sarmiento–J,22-000,2004,15,10,875,9.7,0,1,1,0,0,0,6,0,0,0.1,0.1,0,0.1,Matches
699,Oscar Salomón,ar ARG,DF,Newell's Old Boys,27-074,1999,8,7,511,5.7,2,0,2,2,0,0,2,0,0.35,0,0.35,0.35,0.35,Matches
700,Eduardo Salvio,ar ARG,MF,Lanús,35-326,1990,16,13,"1,058",11.8,1,3,4,1,0,0,0,0,0.09,0.26,0.34,0.09,0.34,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
701,Matías Salvo,ar ARG,DF,Ind. Rivadavia,21-205,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
702,Facundo Sánchez,ar ARG,MF,Lanús,20-301,2005,4,3,192,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
703,Ulises Sánchez,ar ARG,MF,Gimnasia–M,27-343,1998,12,10,745,8.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
704,Agustín Sández,py PAR,"DF,MF",Rosario Central,25-139,2001,12,11,836,9.3,0,1,1,0,0,0,5,0,0,0.11,0.11,0,0.11,Matches
705,Facundo Sanguinetti,ar ARG,GK,Banfield,25-095,2001,16,16,"1,440",16,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
706,Nicolás Sansotre,ar ARG,"DF,MF",Deportivo Riestra,32-269,1993,13,13,"1,145",12.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
707,Thiago Santamaría,ar ARG,DF,Sarmiento–J,23-061,2003,12,11,840,9.3,0,1,1,0,0,0,3,0,0,0.11,0.11,0,0.11,Matches
708,Michael Santos,uy URU,FW,Vélez Sarsfield,33-083,1993,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
709,Michael Santos,uy URU,FW,Cen. Córdoba–SdE,33-083,1993,14,12,"1,085",12.1,4,2,6,3,1,1,1,0,0.33,0.17,0.5,0.25,0.41,Matches
710,Jabes Saralegui,ar ARG,MF,Tigre,23-053,2003,9,7,506,5.6,0,1,1,0,0,0,1,1,0,0.18,0.18,0,0.18,Matches
711,Fabrizio Sartori,ar ARG,"FW,MF",Ind. Rivadavia,23-324,2002,15,14,"1,117",12.4,6,0,6,6,0,0,2,0,0.48,0,0.48,0.48,0.48,Matches
712,Rodrigo Sayavedra,ar ARG,DF,Deportivo Riestra,30-318,1995,5,1,147,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
713,Francisco Scarpeccio,ar ARG,FW,Newell's Old Boys,20-133,2006,6,1,208,2.3,1,0,1,1,0,0,0,0,0.43,0,0.43,0.43,0.43,Matches
714,Nicolas Schelotto,ar ARG,MF,Gimnasia–LP,19-255,2006,16,16,"1,160",12.9,3,3,6,3,0,0,5,0,0.23,0.23,0.47,0.23,0.47,Matches
715,Augusto Schott,ar ARG,DF,Talleres–C,26-138,2000,15,15,"1,317",14.6,3,0,3,3,0,0,5,0,0.21,0,0.21,0.21,0.21,Matches
716,Alexis Segovia,ar ARG,MF,Atlé Tucumán,21-354,2004,7,0,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
717,Santiago Segovia,ar ARG,MF,Rosario Central,19-070,2007,2,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
718,Mateo Seoane,ar ARG,MF,Gimnasia–LP,22-115,2004,4,2,175,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
719,Bruno Sepúlveda,ar ARG,FW,Banfield,33-260,1992,10,2,259,2.9,0,1,1,0,0,0,1,0,0,0.35,0.35,0,0.35,Matches
720,Matías Sepúlveda,cl CHI,MF,Lanús,27-084,1999,12,5,442,4.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
721,Leonardo Sequeira,ar ARG,"FW,MF",Huracán,31-039,1995,10,0,115,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
722,Luis Sequeira,ar ARG,MF,Ind. Rivadavia,23-147,2003,2,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
723,Tiago Serrago,ar ARG,MF,Tigre,22-119,2004,12,7,600,6.7,1,0,1,1,0,0,0,0,0.15,0,0.15,0.15,0.15,Matches
724,Agustín Seyral,ar ARG,DF,Sarmiento–J,21-124,2005,11,8,720,8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
725,Juan Sforza,ar ARG,MF,Talleres–C,24-110,2002,15,10,"1,002",11.1,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
726,Tomás Silva,ar ARG,DF,Platense,23-088,2003,13,13,"1,170",13,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
727,Pedro Silva Torrejón,ar ARG,DF,Gimnasia–LP,29-130,1997,16,16,"1,374",15.3,0,1,1,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches
728,Thiago Silvero,ar ARG,DF,Vélez Sarsfield,20-047,2006,4,2,196,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
729,Valentino Simoni,ar ARG,FW,Gimnasia–M,22-035,2004,14,8,595,6.6,1,0,1,1,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
730,Mauro Smarra Vargas,ar ARG,FW,Deportivo Riestra,27-035,1999,5,3,268,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
731,Augusto Solari,ar ARG,MF,Unión,34-152,1992,8,1,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
732,Santiago Solari,ar ARG,"FW,MF",Racing Club,28-136,1998,15,14,"1,130",12.6,2,3,5,2,0,0,3,0,0.16,0.24,0.4,0.16,0.4,Matches
733,Alan Sosa,ar ARG,"MF,FW",Aldosivi,23-030,2003,10,5,512,5.7,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
734,Diego Sosa,ar ARG,"MF,DF",Instituto,28-311,1997,16,16,"1,369",15.2,1,2,3,1,0,0,1,0,0.07,0.13,0.2,0.07,0.2,Matches
735,Gonzalo Sosa,ar ARG,FW,Racing Club,21-091,2005,3,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
736,José Sosa,ar ARG,MF,Estudiantes–LP,40-350,1985,5,4,218,2.4,0,1,1,0,0,0,1,0,0,0.41,0.41,0,0.41,Matches
737,Santiago Sosa,ar ARG,"MF,DF",Racing Club,27-032,1999,16,16,"1,412",15.7,0,1,1,0,0,0,5,0,0,0.06,0.06,0,0.06,Matches
738,Santiago Sosa,ar ARG,MF,Defensa y Justicia,21-125,2005,15,15,"1,285",14.3,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
739,David Sotelo,ar ARG,MF,Newell's Old Boys,22-309,2003,9,2,267,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
740,Alexis Soto,ar ARG,DF,Rosario Central,32-227,1993,14,8,787,8.7,1,0,1,1,0,0,1,0,0.11,0,0.11,0.11,0.11,Matches
741,Guillermo Soto,cl CHI,DF,Tigre,32-145,1994,5,3,298,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
742,Lucas Souto,ar ARG,"DF,MF",Defensa y Justicia,27-236,1998,15,15,"1,305",14.5,1,0,1,1,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
743,Adrián Sporle,ar ARG,DF,Belgrano,30-326,1995,12,8,733,8.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
744,Alexis Steimbach,ar ARG,DF,Gimnasia–LP,23-314,2002,15,15,"1,337",14.9,0,3,3,0,0,0,7,0,0,0.2,0.2,0,0.2,Matches
745,Ángel Stringa,ar ARG,FW,Deportivo Riestra,30-059,1996,2,0,37,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
746,Sheyko Studer,ar ARG,DF,Ind. Rivadavia,23-204,2002,13,13,"1,170",13,2,0,2,2,0,0,3,0,0.15,0,0.15,0.15,0.15,Matches
747,Lucas Suárez,ar ARG,DF,Sarmiento–J,31-079,1995,11,8,640,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
748,Ian Subiabre,ar ARG,MF,River Plate,19-154,2007,16,9,753,8.4,1,2,3,1,0,0,2,0,0.12,0.24,0.36,0.12,0.36,Matches
749,Tomás Sultani,ar ARG,GK,Tigre,27-347,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
750,Gastón Suso,ar ARG,DF,Atlé Tucumán,35-084,1991,16,16,"1,417",15.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
751,Enzo Taborda,ar ARG,FW,Barracas Central,21-015,2005,6,1,174,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
752,Nicolás Talpone,ar ARG,"MF,FW",Estudiantes–RC,30-056,1996,14,9,788,8.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
753,Iván Tapia,ar ARG,MF,Barracas Central,27-193,1998,16,16,"1,170",13,1,1,2,1,0,0,0,0,0.08,0.08,0.15,0.08,0.15,Matches
754,Cristian Tarragona,ar ARG,FW,Unión,35-056,1991,16,16,"1,379",15.3,7,0,7,6,1,1,4,0,0.46,0,0.46,0.39,0.39,Matches
755,Diego Tarzia,ar ARG,MF,Independiente,23-039,2003,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
756,Felipe Tempone,ar ARG,FW,Independiente,20-121,2006,4,0,34,0.4,0,1,1,0,0,0,0,0,0,2.65,2.65,0,2.65,Matches
757,Renzo Tesuri,ar ARG,MF,Atlé Tucumán,29-362,1996,16,16,"1,230",13.7,2,1,3,2,0,0,3,0,0.15,0.07,0.22,0.15,0.22,Matches
758,Mauricio Tévez,ar ARG,FW,Estudiantes–RC,29-308,1996,2,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
759,Horacio Tijanovich,ar ARG,"MF,FW",Cen. Córdoba–SdE,30-096,1996,13,6,583,6.5,0,2,2,0,0,0,3,0,0,0.31,0.31,0,0.31,Matches
760,Matías Tissera,ar ARG,FW,Instituto,29-271,1996,6,0,148,1.6,1,0,1,1,0,0,0,0,0.61,0,0.61,0.61,0.61,Matches
761,Fernando Tobio,ar ARG,DF,Barracas Central,36-229,1989,14,14,"1,251",13.9,2,0,2,2,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches
762,Santiago Toloza,ar ARG,MF,Defensa y Justicia,23-219,2002,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
763,Franco Torres,ar ARG,MF,Gimnasia–LP,27-010,1999,16,5,592,6.6,2,0,2,2,0,0,4,0,0.3,0,0.3,0.3,0.3,Matches
764,Marcelo Torres,ar ARG,FW,Gimnasia–LP,28-210,1997,16,16,"1,244",13.8,7,1,8,5,2,2,0,0,0.51,0.07,0.58,0.36,0.43,Matches
765,Nicolás Tripichio,ar ARG,MF,San Lorenzo,30-150,1996,15,15,"1,288",14.3,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
766,Manuel Tucker,ar ARG,FW,Platense,21-216,2004,4,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
767,Ramiro Tulián,ar ARG,MF,Belgrano,18-136,2008,3,0,41,0.5,1,0,1,1,0,0,0,0,2.2,0,2.2,2.2,2.2,Matches
768,Diego Valdés,cl CHI,MF,Vélez Sarsfield,32-125,1994,13,8,677,7.5,0,5,5,0,0,0,0,0,0,0.66,0.66,0,0.66,Matches
769,Facundo Valdéz,ar ARG,MF,Independiente,20-055,2006,6,1,132,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
770,Sebastián Valdez,ar ARG,DF,Independiente,30-210,1995,13,12,"1,082",12,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
771,Matías Valenti,ar ARG,DF,Estudiantes–RC,23-274,2002,12,11,906,10.1,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
772,Milton Valenzuela,ar ARG,DF,Independiente,27-295,1998,6,3,303,3.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
773,Mauro Valiente,ar ARG,"MF,FW",Estudiantes–RC,26-129,2000,11,6,584,6.5,1,0,1,1,0,0,2,0,0.15,0,0.15,0.15,0.15,Matches
774,Luciano Vallejo,ar ARG,DF,Atlé Tucumán,22-006,2004,6,4,338,3.8,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
775,Javier Vallejos,ar ARG,GK,Cen. Córdoba–SdE,23-152,2003,1,0,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
776,Yoshan Valois,co COL,FW,Lanús,21-243,2004,8,4,369,4.1,1,0,1,1,0,0,0,0,0.24,0,0.24,0.24,0.24,Matches
777,Diego Valoyes,co COL,MF,Talleres–C,29-255,1996,8,3,278,3.1,0,1,1,0,0,0,0,0,0,0.32,0.32,0,0.32,Matches
778,Lucas Varaldo,ar ARG,FW,Cen. Córdoba–SdE,24-100,2002,11,4,310,3.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
779,Lautaro Vargas,ar ARG,DF,Unión,21-123,2005,15,15,"1,298",14.4,0,2,2,0,0,0,8,0,0,0.14,0.14,0,0.14,Matches
780,Franco Vázquez,ar ARG,MF,Belgrano,37-102,1989,15,13,"1,105",12.3,2,0,2,2,0,0,3,0,0.16,0,0.16,0.16,0.16,Matches
781,Ignacio Vázquez,ar ARG,DF,Platense,28-354,1997,11,11,990,11,1,0,1,0,1,1,2,0,0.09,0,0.09,0,0,Matches
782,Kevin Vázquez,ar ARG,MF,Ind. Rivadavia,25-077,2001,3,1,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
783,César Vega,ar ARG,MF,Atlé Tucumán,22-147,2004,5,3,264,2.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
784,Alan Velasco,ar ARG,"MF,FW",Boca Juniors,23-312,2002,6,4,338,3.8,2,1,3,2,0,0,0,0,0.53,0.27,0.8,0.53,0.8,Matches
785,Juan Velazquez,ar ARG,MF,Belgrano,21-197,2004,7,5,367,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
786,Alejo Véliz,ar ARG,FW,Rosario Central,22-258,2003,14,12,"1,008",11.2,4,0,4,4,0,1,0,0,0.36,0,0.36,0.36,0.36,Matches
787,Fausto Vera,ar ARG,MF,River Plate,26-070,2000,12,12,992,11,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
788,Federico Vera,ar ARG,DF,Huracán,28-072,1998,6,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
789,Matías Vera,ar ARG,MF,Cen. Córdoba–SdE,30-221,1995,15,14,"1,192",13.2,0,1,1,0,0,0,4,0,0,0.08,0.08,0,0.08,Matches
790,Duván Vergara,co COL,"FW,MF",Racing Club,29-268,1996,12,5,439,4.9,2,0,2,2,0,0,2,0,0.41,0,0.41,0.41,0.41,Matches
791,Álex Verón,ar ARG,MF,Vélez Sarsfield,17-223,2008,6,1,158,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
792,Elías Verón,ar ARG,DF,Rosario Central,19-089,2007,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
793,Luciano Vietto,ar ARG,"MF,FW",San Lorenzo,32-181,1993,11,4,483,5.4,2,0,2,2,0,0,3,0,0.37,0,0.37,0.37,0.37,Matches
794,Alex Vigo,ar ARG,DF,Talleres–C,27-037,1999,8,4,369,4.1,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
795,Maximiliano Villa,uy URU,DF,Atlé Tucumán,29-093,1997,12,11,999,11.1,1,1,2,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,Matches
796,Sebastián Villa,co COL,"FW,MF",Ind. Rivadavia,30-016,1996,13,11,"1,041",11.6,0,5,5,0,0,0,2,0,0,0.43,0.43,0,0.43,Matches
797,Carlos Villalba,ar ARG,MF,Sarmiento–J,27-320,1998,11,8,527,5.9,1,0,1,1,0,0,4,0,0.17,0,0.17,0.17,0.17,Matches
798,Iván Villalba,py PAR,DF,Ind. Rivadavia,31-136,1995,14,11,"1,031",11.5,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
799,Juan Villalba,ar ARG,DF,Tigre,20-081,2006,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
800,Alejandro Villareal,co COL,"FW,MF",Aldosivi,20-311,2005,9,3,239,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
801,Santiago Villarreal,ar ARG,MF,Gimnasia–LP,20-196,2005,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
802,Lautaro Villegas,ar ARG,MF,Banfield,22-156,2003,14,9,729,8.1,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
803,Matías Viña,uy URU,"DF,MF",River Plate,28-207,1997,8,5,402,4.5,0,0,0,0,0,0,6,1,0,0,0,0,0,Matches
804,Sergio Vittor,ar ARG,DF,Banfield,36-360,1989,13,13,"1,008",11.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
805,Emiliano Viveros,ar ARG,"FW,MF",Arg Juniors,23-247,2002,11,9,624,6.9,1,1,2,1,0,0,1,0,0.14,0.14,0.29,0.14,0.29,Matches
806,Facundo Waller,uy URU,MF,Huracán,29-056,1997,15,12,"1,116",12.4,1,0,1,1,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
807,Franco Watson,ar ARG,"MF,FW",Lanús,26-154,2000,10,6,432,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
808,Nicólas Watson,ar ARG,"MF,DF",Deportivo Riestra,28-013,1998,12,8,736,8.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
809,Marcelo Weigandt,ar ARG,DF,Boca Juniors,26-144,2000,10,7,730,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
810,Axel Werner,ar ARG,GK,Aldosivi,30-096,1996,15,15,"1,350",15,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
811,Cristian Zabala,ar ARG,MF,Sarmiento–J,28-092,1998,16,15,"1,359",15.1,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
812,Facundo Zabala,ar ARG,DF,Independiente,27-153,1999,14,13,"1,137",12.6,0,1,1,0,0,0,5,0,0,0.08,0.08,0,0.08,Matches
813,David Zalazar,ar ARG,MF,Banfield,24-026,2002,12,8,737,8.2,1,2,3,1,0,0,2,0,0.12,0.24,0.37,0.12,0.37,Matches
814,Maximiliano Zalazar,ar ARG,MF,Gimnasia–LP,25-088,2001,6,0,182,2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
815,Nicolás Zalazar,ar ARG,DF,Aldosivi,29-126,1997,14,14,"1,242",13.8,0,1,1,0,0,0,2,1,0,0.07,0.07,0,0.07,Matches
816,Franco Zapiola,ar ARG,MF,Platense,25-105,2001,16,13,"1,044",11.6,2,0,2,2,0,0,3,0,0.17,0,0.17,0.17,0.17,Matches
817,Federico Zaracho,ar ARG,"MF,FW",Racing Club,28-086,1998,14,5,535,5.9,2,0,2,2,0,0,2,0,0.34,0,0.34,0.34,0.34,Matches
818,Exequiel Zeballos,ar ARG,"FW,MF",Boca Juniors,24-041,2002,7,5,457,5.1,1,3,4,1,0,0,0,0,0.2,0.59,0.79,0.2,0.79,Matches
819,Gonzalo Zelarayán,ar ARG,FW,Belgrano,22-037,2004,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
820,Lucas Zelarayán,am ARM,"MF,FW",Belgrano,33-349,1992,14,13,"1,135",12.6,4,1,5,4,0,0,2,0,0.32,0.08,0.4,0.32,0.4,Matches
821,Felipe Zenobio,ar ARG,GK,Tigre,26-013,2000,15,15,"1,350",15,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
822,Kevin Zenon,ar ARG,FW,Boca Juniors,24-309,2001,4,2,216,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
823,Bruno Zuculini,ar ARG,MF,Racing Club,33-063,1993,14,6,571,6.3,0,1,1,0,0,0,1,0,0,0.16,0.16,0,0.16,Matches
824,Iker Zufiaurre,ar ARG,FW,Boca Juniors,20-301,2005,9,2,218,2.4,1,0,1,1,0,0,1,0,0.41,0,0.41,0.41,0.41,Matches
